Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2020,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,569,300,000",
SURVEY,2020,YEAR - AUG FORECAST,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,400,000,000",
SURVEY,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,600,000,000",
SURVEY,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,852,500,000",
SURVEY,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,700,000,000",
SURVEY,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"380,000,000",
SURVEY,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"106,400,000",
SURVEY,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,520,000,000",
SURVEY,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,958,900,000",
SURVEY,2019,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,220,000,000",
SURVEY,2019,YEAR - AUG FORECAST,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,200,000,000",
SURVEY,2018,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,700,000,000",
SURVEY,2018,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,030,100,000",
SURVEY,2018,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,025,000,000",
SURVEY,2018,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"335,000,000",
SURVEY,2018,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"110,550,000",
SURVEY,2018,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,340,000,000",
SURVEY,2018,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,140,650,000",
SURVEY,2018,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,365,000,000",
SURVEY,2018,YEAR - AUG FORECAST,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,200,000,000",
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,500,000,000",
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,260,000,000",
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,650,000,000",
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"300,000,000",
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"170,353,000",
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,550,000,000",
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, CANNED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, JUICE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,430,353,000",
SURVEY,2017,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,200,000,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,320,000,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,228,000,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,570,000,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT HARVESTED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (NA),
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"420,000,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"122,703,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,330,000,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, CANNED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"290,000,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, JUICE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"685,000,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,350,703,000",
SURVEY,2016,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,900,000,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,930,000,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,236,480,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,820,000,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT HARVESTED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (NA),
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"40,000,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"82,730,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,070,000,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, CANNED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, JUICE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,319,210,000",
SURVEY,2015,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,890,000,000",
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,650,000,000",
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,823,100,000",
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,900,000,000",
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT HARVESTED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,0,
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"550,000,000",
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"73,118,000",
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,200,000,000",
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, CANNED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED, (D),
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, JUICE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"710,000,000",
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,896,218,000",
SURVEY,2014,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"7,100,000,000",
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,900,000,000",
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,044,800,000",
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,800,000,000",
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT HARVESTED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,0,
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, NOT SOLD - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,0,
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"89,195,000",
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,100,000,000",
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, CANNED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"180,000,000",
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, JUICE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"660,000,000",
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,133,995,000",
SURVEY,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,900,000,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,450,000,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,386,100,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,350,000,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"96,250,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,100,000,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, CANNED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"163,900,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, JUICE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"595,100,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"2,482,350,000",
SURVEY,2012,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"6,450,000,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,420,000,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,829,100,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,550,000,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"103,160,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"870,000,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, CANNED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"130,000,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, JUICE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"470,000,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,932,260,000",
SURVEY,2011,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,420,000,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,550,000,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,460,550,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,550,000,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"80,870,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,000,000,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, CANNED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"180,000,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, JUICE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"500,000,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,541,420,000",
SURVEY,2010,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,550,000,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,200,000,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,380,300,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,300,000,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"32,546,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"900,000,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, CANNED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"110,000,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING, JUICE - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"540,000,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,412,846,000",
SURVEY,2009,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,200,000,000",
SURVEY,2008,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,650,000,000",
SURVEY,2008,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,233,050,000",
SURVEY,2008,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,550,000,000",
SURVEY,2008,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"55,078,000",
SURVEY,2008,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"1,100,000,000",
SURVEY,2008,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,288,128,000",
SURVEY,2008,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,650,000,000",
SURVEY,2007,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,200,000,000",
SURVEY,2007,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,696,500,000",
SURVEY,2007,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, FRESH MARKET - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"4,350,000,000",
SURVEY,2007,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"83,920,000",
SURVEY,2007,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, PROCESSING - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"850,000,000",
SURVEY,2007,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,780,420,000",
SURVEY,2007,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,APPLES,"APPLES, UTILIZED - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"5,200,000,000",
