PRISM Time Series Data
Location:  Lat: 47.7361   Lon: -119.6917   Elev: 2336ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2021-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2022-Nov-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1928-11,0.73,27.1,35.4,43.6,27.5,0.51,4.22
1928-12,1.36,17.9,24.8,31.7,19.9,0.28,1.81
1929-01,0.67,6.1,13.4,20.8,8.8,0.30,1.18
1929-02,0.14,6.6,17.1,27.5,11.5,0.11,2.12
1929-03,0.66,29.5,40.1,50.8,26.8,0.98,7.60
1929-04,0.19,31.4,43.8,56.2,25.5,1.50,10.77
1929-05,0.86,41.2,55.1,69.0,31.0,2.91,18.65
1929-06,1.34,48.1,61.1,74.0,39.0,3.35,21.06
1929-07,0.00,51.6,68.1,84.5,39.3,4.80,32.81
1929-08,0.00,54.3,71.0,87.7,40.1,6.15,37.02
1929-09,0.17,44.3,58.3,72.3,34.7,3.13,20.73
1929-10,0.17,36.6,50.3,64.1,32.1,1.44,14.67
1929-11,0.00,20.8,32.7,44.5,21.8,0.37,5.75
1929-12,1.14,21.3,28.1,35.0,23.5,0.36,2.24
1930-01,0.51,1.1,10.4,19.7,4.4,0.25,1.38
1930-02,1.20,23.8,32.0,40.1,27.3,0.12,3.05
1930-03,0.31,29.9,41.2,52.4,25.6,1.15,8.58
1930-04,0.14,37.7,51.3,64.9,31.9,1.80,15.23
1930-05,0.69,41.9,54.5,67.0,33.6,2.56,16.51
1930-06,1.15,46.1,59.9,73.8,36.6,3.23,21.45
1930-07,0.07,54.7,70.4,86.1,40.3,6.14,34.69
1930-08,0.27,55.0,70.9,86.7,41.6,5.85,35.40
1930-09,0.80,47.4,60.6,73.8,38.9,3.11,21.12
1930-10,0.26,34.5,45.6,56.7,32.1,1.02,9.57
1930-11,0.84,25.4,33.0,40.6,26.3,0.41,3.33
1930-12,0.61,20.1,25.0,29.9,20.5,0.45,1.27
1931-01,2.29,23.6,28.6,33.6,24.5,0.36,1.57
1931-02,0.50,22.7,30.0,37.3,23.7,0.40,2.79
1931-03,0.82,30.7,39.1,47.5,26.9,1.00,6.13
1931-04,0.06,35.7,48.1,60.5,28.2,1.83,12.90
1931-05,0.20,44.2,58.4,72.5,33.3,3.20,21.39
1931-06,1.05,48.4,61.5,74.7,40.0,3.26,21.47
1931-07,0.04,53.6,70.2,86.8,40.5,5.37,35.71
1931-08,0.00,51.3,68.7,86.1,39.2,4.64,35.24
1931-09,0.42,45.2,58.4,71.6,38.3,2.50,19.19
1931-10,0.59,35.4,48.2,61.1,31.4,1.24,12.56
1931-11,1.15,23.8,31.9,40.1,23.7,0.49,3.90
1931-12,3.39,16.3,23.0,29.6,19.7,0.05,1.27
1932-01,1.10,13.3,20.4,27.5,17.4,0.10,1.36
1932-02,0.16,15.6,24.5,33.5,19.8,0.03,2.27
1932-03,1.09,29.4,37.4,45.5,24.7,1.27,5.69
1932-04,0.64,37.0,48.2,59.5,31.4,1.69,11.64
1932-05,0.76,41.5,54.0,66.6,35.2,2.08,16.12
1932-06,0.24,49.8,64.8,79.7,39.0,3.83,28.54
1932-07,0.12,49.7,65.2,80.7,40.1,3.44,28.10
1932-08,0.08,52.7,67.7,82.8,41.5,4.57,30.18
1932-09,0.00,45.3,60.4,75.6,34.5,3.26,24.03
1932-10,0.23,36.9,48.7,60.4,34.1,1.12,11.59
1932-11,1.97,31.0,38.4,45.8,31.0,0.54,4.27
1932-12,1.22,14.0,22.9,31.8,16.3,0.29,2.52
1933-01,1.18,17.7,25.8,33.8,21.1,0.14,2.21
1933-02,0.38,10.5,19.7,28.8,15.8,0.00,1.92
1933-03,1.68,29.5,37.5,45.5,26.0,1.02,5.35
1933-04,0.36,34.7,46.9,59.0,27.0,1.78,12.40
1933-05,1.35,38.4,50.2,61.9,32.5,1.82,12.87
1933-06,0.58,46.6,61.2,75.9,38.4,3.01,23.18
1933-07,0.11,52.7,68.8,85.0,40.1,5.02,33.33
1933-08,0.20,53.4,69.5,85.7,41.5,5.00,33.89
1933-09,1.04,42.6,55.2,67.9,37.0,1.99,16.23
1933-10,0.96,37.1,49.7,62.3,34.1,1.18,12.73
1933-11,0.66,30.7,38.1,45.4,29.7,0.73,4.48
1933-12,2.46,25.6,32.3,39.0,26.1,0.52,2.98
1934-01,1.28,25.4,32.8,40.1,27.3,0.31,2.95
1934-02,0.31,27.7,36.7,45.7,26.9,0.68,5.38
1934-03,0.41,32.6,44.5,56.3,29.8,1.06,9.95
1934-04,0.34,40.6,54.6,68.6,33.1,2.32,17.93
1934-05,0.30,43.4,57.9,72.3,35.9,2.55,20.34
1934-06,0.84,49.2,63.9,78.6,39.7,3.41,25.64
1934-07,0.30,52.0,68.3,84.5,40.1,4.68,32.77
1934-08,0.28,54.8,70.7,86.5,39.6,5.91,35.54
1934-09,1.13,43.9,57.4,70.8,36.0,2.50,18.99
1934-10,1.63,39.7,50.4,61.0,36.7,1.27,11.13
1934-11,2.23,33.1,39.9,46.7,33.1,0.57,4.15
1934-12,1.16,22.3,28.2,34.1,23.2,0.43,2.02
1935-01,1.17,17.9,24.6,31.3,18.9,0.40,1.89
1935-02,0.83,24.7,32.4,40.1,24.3,0.56,3.70
1935-03,0.51,27.0,36.1,45.3,23.7,0.96,5.86
1935-04,0.19,31.9,44.3,56.7,24.6,1.61,11.27
1935-05,0.14,39.7,54.7,69.7,30.6,2.47,19.36
1935-06,0.56,46.0,60.7,75.4,37.1,3.01,23.11
1935-07,0.63,52.8,68.5,84.2,41.0,4.70,31.90
1935-08,0.27,51.1,67.0,82.9,39.6,4.29,30.80
1935-09,0.15,47.7,63.2,78.7,36.6,3.81,26.76
1935-10,0.58,34.3,46.8,59.2,31.7,1.10,11.62
1935-11,0.68,23.8,30.8,37.8,23.4,0.53,2.92
1935-12,1.51,22.8,27.3,31.7,23.0,0.48,1.32
1936-01,1.72,20.1,26.7,33.4,21.4,0.41,2.23
1936-02,0.96,3.0,12.0,21.1,8.4,0.05,1.21
1936-03,0.17,27.5,37.0,46.5,24.8,0.93,6.18
1936-04,0.79,37.1,50.4,63.7,30.5,1.87,14.72
1936-05,0.55,46.2,60.4,74.6,36.9,3.12,22.42
1936-06,3.69,50.1,63.0,75.9,42.4,3.10,21.92
1936-07,0.14,52.9,69.3,85.7,41.7,4.90,33.64
1936-08,0.12,52.7,69.1,85.4,41.6,4.66,33.41
1936-09,0.42,44.4,59.2,74.1,37.2,2.50,21.87
1936-10,0.03,36.9,52.1,67.3,32.9,1.43,16.85
1936-11,0.04,21.1,31.3,41.4,22.1,0.40,4.60
1936-12,0.66,22.0,29.1,36.1,22.9,0.43,2.52
1937-01,1.37,-0.6,7.9,16.3,1.3,0.33,1.11
1937-02,1.17,14.1,22.4,30.6,18.3,0.19,1.98
1937-03,1.55,31.3,39.9,48.5,27.2,1.12,6.44
1937-04,1.69,34.8,44.8,54.7,30.3,1.37,8.80
1937-05,0.16,42.4,55.9,69.3,32.9,2.79,18.36
1937-06,3.37,49.1,61.6,74.0,41.3,2.84,20.17
1937-07,0.28,56.0,70.8,85.7,42.6,6.09,33.53
1937-08,0.22,50.3,65.0,79.6,40.8,3.86,26.46
1937-09,1.10,47.9,62.2,76.5,39.2,3.37,23.59
1937-10,0.37,39.6,51.6,63.7,36.5,1.33,13.09
1937-11,3.05,30.4,37.4,44.4,30.6,0.56,3.96
1937-12,1.63,24.0,29.6,35.2,24.3,0.50,2.06
1938-01,0.98,23.0,27.9,32.9,22.9,0.56,1.65
1938-02,1.91,23.3,29.2,35.2,22.3,0.55,2.64
1938-03,1.52,29.1,38.1,47.1,27.4,0.84,5.82
1938-04,0.12,36.0,48.6,61.1,29.3,1.80,12.98
1938-05,0.14,41.8,56.2,70.7,33.3,2.58,19.43
1938-06,0.67,50.1,65.5,80.8,41.3,3.61,27.63
1938-07,0.29,57.0,73.1,89.2,42.7,6.87,38.31
1938-08,0.07,50.7,67.1,83.5,40.1,4.30,31.23
1938-09,0.36,50.8,66.5,82.3,40.4,4.33,29.89
1938-10,0.59,38.1,49.9,61.7,36.6,0.97,11.76
1938-11,0.57,24.6,33.2,41.8,25.1,0.47,4.13
1938-12,0.99,20.1,27.4,34.7,22.8,0.23,2.12
1939-01,0.96,23.9,30.3,36.6,25.1,0.41,2.29
1939-02,1.35,17.7,25.9,34.2,18.6,0.41,2.81
1939-03,0.63,29.2,38.8,48.4,25.6,1.03,6.62
1939-04,0.59,36.9,49.8,62.6,29.4,2.00,14.09
1939-05,0.64,42.9,57.0,71.0,35.1,2.60,19.52
1939-06,0.61,47.3,60.0,72.8,37.4,3.37,20.24
1939-07,0.11,54.9,70.5,86.2,41.2,5.76,34.50
1939-08,0.10,54.1,70.8,87.6,39.8,6.01,36.74
1939-09,0.25,46.6,61.4,76.1,37.6,3.32,23.81
1939-10,0.60,37.1,48.9,60.6,33.8,1.20,11.82
1939-11,0.22,27.9,37.3,46.7,28.3,0.46,5.10
1939-12,2.83,27.1,33.2,39.4,28.0,0.43,2.56
1940-01,1.29,21.0,27.1,33.1,19.3,0.59,2.40
1940-02,3.48,26.0,31.9,37.8,26.8,0.48,2.48
1940-03,0.99,32.6,42.7,52.8,30.3,0.97,7.86
1940-04,0.97,38.4,48.9,59.4,32.2,1.78,11.32
1940-05,0.41,44.6,58.6,72.6,35.6,2.75,20.63
1940-06,0.14,50.4,65.7,81.0,38.5,4.12,29.10
1940-07,0.73,55.2,69.9,84.6,43.7,4.99,31.79
1940-08,0.00,53.0,69.0,84.9,40.4,5.02,33.10
1940-09,1.02,51.4,64.1,76.8,44.8,2.74,22.20
1940-10,1.86,41.4,50.8,60.1,39.9,0.99,9.55
1940-11,1.49,23.1,30.1,37.1,24.3,0.36,2.83
1940-12,2.10,22.8,29.1,35.4,24.7,0.26,1.92
1941-01,1.78,22.9,28.1,33.3,22.7,0.49,1.76
1941-02,0.92,26.7,34.3,42.0,25.5,0.59,4.24
1941-03,0.48,32.4,44.3,56.3,27.1,1.25,10.46
1941-04,1.83,38.5,50.9,63.3,30.7,1.97,14.38
1941-05,1.64,42.3,54.5,66.7,36.8,1.88,15.42
1941-06,2.15,48.5,61.2,73.9,42.6,2.32,19.89
1941-07,0.29,57.4,72.7,88.0,44.2,5.05,35.69
1941-08,1.88,54.3,67.5,80.7,45.9,3.48,26.58
1941-09,1.17,44.2,55.0,65.8,40.3,1.56,13.55
1941-10,0.29,37.3,47.8,58.3,35.2,0.99,9.83
1941-11,1.22,30.4,38.9,47.3,31.3,0.44,4.85
1941-12,2.15,23.8,30.1,36.5,24.7,0.41,2.44
1942-01,1.36,15.5,21.8,28.1,15.5,0.40,1.65
1942-02,1.35,24.6,31.2,37.8,22.6,0.41,3.19
1942-03,0.35,28.3,38.8,49.3,24.4,0.90,7.33
1942-04,0.61,36.6,49.2,61.7,30.0,1.61,13.63
1942-05,3.14,41.5,52.8,64.2,37.8,1.27,12.97
1942-06,1.00,46.8,59.3,71.8,39.9,2.38,18.74
1942-07,0.42,55.1,70.4,85.7,44.8,4.45,33.10
1942-08,0.10,56.2,71.7,87.2,42.9,5.60,35.76
1942-09,0.00,47.5,62.9,78.2,36.1,4.31,26.07
1942-10,0.31,36.3,49.8,63.3,32.3,1.45,13.70
1942-11,2.66,26.2,32.1,38.0,27.8,0.24,2.22
1942-12,2.13,20.0,26.1,32.3,23.0,0.03,1.30
1943-01,0.94,9.4,16.8,24.2,11.2,0.29,1.47
1943-02,0.66,23.1,30.5,37.8,24.5,0.30,2.62
1943-03,0.66,25.9,35.7,45.5,21.9,0.88,6.09
1943-04,0.73,37.9,49.8,61.7,31.5,1.95,13.18
1943-05,0.73,39.5,51.5,63.5,32.5,2.25,14.09
1943-06,1.28,46.0,58.8,71.7,39.1,2.37,18.72
1943-07,0.09,54.1,69.5,84.8,40.4,6.06,33.02
1943-08,0.42,51.8,66.6,81.3,38.3,5.29,29.42
1943-09,0.00,47.9,63.6,79.2,34.0,5.21,27.26
1943-10,1.94,38.9,49.3,59.7,36.5,1.52,11.12
1943-11,0.48,30.5,36.4,42.3,30.0,0.48,3.01
1943-12,0.45,20.2,26.9,33.7,22.0,0.25,2.18
1944-01,0.79,17.1,24.7,32.3,20.7,0.12,1.97
1944-02,1.27,22.6,29.8,37.0,22.7,0.42,2.90
1944-03,0.10,26.9,37.0,47.2,21.4,1.02,6.90
1944-04,1.86,37.0,48.3,59.6,30.6,1.44,11.77
1944-05,0.54,43.3,56.5,69.6,33.1,3.04,18.67
1944-06,2.01,50.2,63.1,76.1,40.7,3.23,22.77
1944-07,0.00,55.9,70.4,84.9,39.7,7.07,33.19
1944-08,0.12,53.1,67.3,81.4,41.0,5.03,27.98
1944-09,1.00,48.2,62.9,77.5,38.5,3.87,25.27
1944-10,0.19,39.9,53.5,67.1,36.5,1.71,14.90
1944-11,2.68,29.3,34.6,40.0,29.2,0.42,2.66
1944-12,0.67,18.4,24.1,29.9,20.1,0.27,1.47
1945-01,1.40,23.4,28.7,34.0,24.2,0.31,1.85
1945-02,1.80,26.3,33.5,40.8,25.0,0.48,3.74
1945-03,0.84,29.0,37.6,46.1,25.5,0.89,5.90
1945-04,0.40,32.9,44.6,56.3,27.0,1.45,10.56
1945-05,1.79,42.8,56.0,69.2,36.0,2.01,17.69
1945-06,0.68,47.7,61.1,74.5,38.4,3.27,22.04
1945-07,0.00,54.8,70.8,86.8,40.1,6.32,35.88
1945-08,0.18,54.2,70.3,86.4,41.4,5.22,34.49
1945-09,0.70,44.6,57.9,71.2,37.7,2.58,19.49
1945-10,0.64,37.3,50.4,63.6,36.0,1.09,13.33
1945-11,1.80,25.2,32.6,40.0,27.8,0.14,2.84
1945-12,2.20,21.2,26.8,32.4,21.1,0.41,2.03
1946-01,1.31,18.4,26.3,34.2,22.2,0.10,2.05
1946-02,1.37,20.9,29.8,38.8,25.2,0.00,3.04
1946-03,0.72,29.7,39.4,49.1,29.1,0.54,6.32
1946-04,0.06,34.8,47.1,59.4,29.7,1.53,11.92
1946-05,1.12,43.5,57.7,71.9,34.2,2.90,20.28
1946-06,1.39,46.6,59.4,72.1,38.7,2.77,19.44
1946-07,0.09,53.5,68.8,84.1,42.4,4.76,31.27
1946-08,0.10,53.5,69.1,84.7,41.5,4.90,32.30
1946-09,0.51,45.8,58.7,71.5,40.3,2.30,18.10
1946-10,0.85,32.9,44.0,55.1,31.9,0.78,8.95
1946-11,1.63,22.5,30.4,38.3,25.9,0.10,2.72
1946-12,0.46,20.9,27.6,34.4,24.0,0.17,1.74
1947-01,0.69,13.3,21.7,30.0,16.8,0.24,1.81
1947-02,0.42,21.5,31.5,41.5,25.0,0.23,3.60
1947-03,0.55,30.7,42.2,53.6,27.8,0.96,8.76
1947-04,0.60,36.1,49.0,62.0,30.5,1.62,13.31
1947-05,0.19,45.6,60.2,74.7,35.6,3.42,22.95
1947-06,1.37,48.7,60.8,73.0,40.9,3.00,19.20
1947-07,0.55,53.8,68.5,83.2,42.8,4.59,29.97
1947-08,0.21,50.9,66.1,81.3,42.6,3.37,27.80
1947-09,0.77,47.7,60.7,73.6,41.8,2.41,19.66
1947-10,2.66,39.9,47.7,55.6,39.5,0.63,7.03
1947-11,0.56,28.2,35.5,42.8,28.0,0.50,3.94
1947-12,1.22,22.4,28.3,34.1,24.7,0.20,1.68
1948-01,1.29,16.7,23.5,30.2,19.4,0.11,1.88
1948-02,1.46,18.2,26.1,34.0,18.1,0.36,2.93
1948-03,0.05,26.2,35.6,44.9,22.0,0.83,6.09
1948-04,1.74,32.5,43.0,53.4,29.4,0.85,8.74
1948-05,5.14,42.0,52.2,62.4,40.0,0.95,11.21
1948-06,3.47,52.1,65.0,77.8,48.8,1.93,21.41
1948-07,1.26,50.6,64.5,78.3,42.8,3.13,24.24
1948-08,0.77,51.1,64.3,77.6,45.4,2.52,22.41
1948-09,1.30,44.4,57.7,70.9,37.2,2.59,19.81
1948-10,0.51,33.2,45.4,57.6,31.8,1.05,9.84
1948-11,1.56,26.3,34.1,41.8,25.6,0.41,3.91
1948-12,2.07,9.1,17.4,25.7,12.9,0.15,1.50
1949-01,0.36,-3.5,7.4,18.3,-1.8,0.31,1.58
1949-02,1.33,11.8,21.2,30.6,14.3,0.30,2.11
1949-03,1.02,28.8,37.3,45.8,25.4,0.84,5.46
1949-04,0.04,34.2,48.2,62.2,26.5,2.04,14.54
1949-05,0.37,43.6,58.2,72.8,31.9,3.79,22.95
1949-06,0.29,45.5,60.6,75.7,32.0,4.17,24.89
1949-07,0.04,51.6,67.1,82.6,37.8,5.26,30.88
1949-08,0.09,51.4,67.0,82.7,39.7,4.81,30.44
1949-09,0.42,46.9,61.1,75.3,37.7,3.51,23.07
1949-10,0.56,32.9,44.9,56.8,29.3,1.18,9.89
1949-11,1.67,32.7,40.8,48.9,35.1,0.10,4.34
1949-12,0.56,18.3,26.1,33.9,20.7,0.18,2.34
1950-01,1.78,-4.6,5.2,15.0,-1.3,0.22,1.22
1950-02,1.31,19.2,27.0,34.9,18.4,0.44,2.85
1950-03,1.60,27.0,34.9,42.7,27.8,0.17,3.89
1950-04,0.69,31.7,42.8,53.9,27.5,1.01,9.13
1950-05,0.84,39.0,51.9,64.9,31.0,2.26,15.62
1950-06,2.39,48.5,60.9,73.3,44.1,1.79,18.56
1950-07,0.22,53.3,68.5,83.8,44.2,4.10,30.27
1950-08,0.00,53.2,69.1,85.0,42.4,4.57,32.55
1950-09,0.08,46.1,61.8,77.5,33.7,4.42,27.00
1950-10,2.22,36.7,45.3,53.9,38.4,0.33,5.68
1950-11,1.62,27.4,34.1,40.8,28.7,0.18,2.98
1950-12,1.89,26.6,31.3,35.9,27.9,0.09,1.38
1951-01,1.67,17.0,24.1,31.2,20.6,0.07,1.66
1951-02,0.88,20.2,28.1,36.1,21.7,0.23,2.72
1951-03,0.97,22.5,31.6,40.7,22.6,0.40,4.27
1951-04,0.26,32.5,46.5,60.5,25.6,1.79,13.34
1951-05,0.80,41.2,54.6,68.0,34.6,2.02,16.90
1951-06,1.56,46.7,60.9,75.1,39.3,2.71,22.20
1951-07,0.58,51.9,68.7,85.5,42.5,4.31,33.12
1951-08,1.35,52.2,67.3,82.5,39.7,5.50,30.79
1951-09,0.33,46.0,59.8,73.6,38.1,3.12,20.90
1951-10,1.56,37.0,46.1,55.2,38.2,0.36,6.91
1951-11,1.63,26.0,33.4,40.7,28.0,0.16,2.83
1951-12,1.60,12.2,19.5,26.7,15.9,0.13,1.38
1952-01,1.94,11.1,18.1,25.2,13.5,0.23,1.15
1952-02,0.68,20.6,28.4,36.2,23.1,0.16,2.29
1952-03,0.22,26.6,35.9,45.1,26.4,0.48,5.21
1952-04,0.26,34.7,48.5,62.3,29.5,1.76,13.70
1952-05,0.59,41.7,55.7,69.7,35.0,2.28,18.37
1952-06,1.43,46.7,60.5,74.4,39.2,2.51,21.20
1952-07,0.12,52.6,69.1,85.6,41.0,5.02,34.00
1952-08,0.14,52.9,68.2,83.6,42.5,4.75,30.29
1952-09,0.58,47.6,63.0,78.4,38.0,4.03,25.75
1952-10,0.03,38.3,53.3,68.3,34.0,2.13,16.57
1952-11,0.43,23.7,32.3,41.0,24.0,0.51,4.11
1952-12,1.81,24.2,29.3,34.4,26.4,0.09,1.46
1953-01,2.52,26.8,33.2,39.5,29.4,0.05,2.08
1953-02,0.53,25.9,34.0,42.1,26.0,0.41,3.90
1953-03,0.64,29.5,39.6,49.8,26.2,0.90,7.39
1953-04,1.00,34.5,45.4,56.4,28.9,1.29,10.30
1953-05,1.90,39.5,52.6,65.7,34.8,1.68,15.15
1953-06,1.65,44.1,56.8,69.5,40.8,1.45,15.84
1953-07,0.00,51.4,67.9,84.5,40.8,4.62,31.93
1953-08,0.77,51.9,67.2,82.4,45.2,3.04,28.32
1953-09,0.08,45.8,60.8,75.8,39.0,2.95,23.31
1953-10,0.27,37.4,50.3,63.2,35.5,1.15,12.27
1953-11,1.26,31.0,38.6,46.3,31.3,0.52,4.35
1953-12,0.90,25.4,32.1,38.9,26.4,0.27,2.75
1954-01,1.44,14.6,21.6,28.7,16.0,0.30,1.87
1954-02,0.51,26.4,32.8,39.2,25.1,0.54,3.42
1954-03,0.75,24.7,34.9,45.0,20.5,0.91,6.15
1954-04,0.07,31.0,42.7,54.4,25.0,1.54,9.78
1954-05,0.62,40.7,54.9,69.1,32.5,2.53,18.54
1954-06,1.15,43.4,57.1,70.8,37.3,2.27,18.50
1954-07,0.21,50.2,66.4,82.6,43.5,2.91,28.64
1954-08,0.79,50.1,64.2,78.3,42.9,3.15,24.41
1954-09,1.19,45.5,58.4,71.4,42.5,1.73,17.15
1954-10,0.13,33.5,45.4,57.4,31.0,1.25,9.83
1954-11,1.42,33.9,41.0,48.1,35.2,0.33,3.94
1954-12,0.57,21.0,27.1,33.3,22.6,0.21,1.80
1955-01,0.95,18.8,24.9,31.0,21.2,0.11,1.52
1955-02,0.33,18.3,26.1,33.9,19.0,0.36,2.48
1955-03,0.56,20.9,30.2,39.5,18.2,0.67,4.55
1955-04,1.09,30.3,40.8,51.3,26.2,0.88,8.29
1955-05,0.80,38.2,50.2,62.2,31.6,1.90,13.29
1955-06,0.61,47.9,62.6,77.3,38.5,3.52,24.90
1955-07,1.14,52.5,66.3,80.0,46.3,2.95,25.48
1955-08,0.00,50.5,67.7,84.9,38.5,4.84,33.36
1955-09,0.60,45.5,59.9,74.4,38.6,3.13,22.93
1955-10,0.81,36.1,46.8,57.4,38.2,0.30,7.75
1955-11,1.57,18.8,26.0,33.2,20.2,0.29,2.50
1955-12,2.62,13.7,21.0,28.3,17.5,0.15,1.50
1956-01,2.46,19.4,25.4,31.4,21.8,0.16,1.44
1956-02,0.91,10.6,19.0,27.4,11.9,0.28,1.97
1956-03,0.39,24.0,33.1,42.2,25.0,0.22,4.40
1956-04,0.20,35.2,48.6,62.1,31.1,1.34,13.50
1956-05,0.53,43.8,58.3,72.9,38.7,2.06,20.73
1956-06,1.40,46.4,58.9,71.5,40.7,2.14,18.13
1956-07,0.21,54.6,70.7,86.9,44.8,4.38,34.61
1956-08,1.09,53.2,68.6,84.1,43.0,4.50,31.65
1956-09,0.10,45.4,60.1,74.9,38.2,3.00,22.15
1956-10,1.94,36.1,46.1,56.1,36.2,0.59,8.54
1956-11,0.54,24.4,31.3,38.2,26.3,0.23,2.74
1956-12,0.58,21.2,27.3,33.4,22.8,0.11,1.82
1957-01,1.03,3.7,11.5,19.4,6.0,0.23,1.23
1957-02,0.82,16.5,24.9,33.2,19.5,0.23,2.28
1957-03,2.17,28.8,37.3,45.9,28.7,0.30,5.07
1957-04,0.97,36.5,47.9,59.4,33.5,0.98,10.97
1957-05,2.25,46.9,59.4,71.9,45.0,1.12,16.88
1957-06,0.59,48.9,62.6,76.2,43.9,2.10,21.70
1957-07,0.10,50.8,66.1,81.4,39.7,4.25,28.76
1957-08,0.32,49.6,64.6,79.7,38.4,4.15,27.03
1957-09,0.30,47.5,63.0,78.5,38.4,3.69,25.60
1957-10,1.75,36.8,46.1,55.4,37.3,0.48,7.46
1957-11,0.66,27.0,35.3,43.7,27.0,0.47,4.41
1957-12,1.20,25.8,31.5,37.2,27.7,0.01,1.85
1958-01,2.17,25.2,30.3,35.4,27.0,0.06,1.63
1958-02,2.13,32.5,38.0,43.6,32.9,0.24,2.81
1958-03,1.08,29.1,38.8,48.5,26.7,0.62,6.54
1958-04,1.12,34.6,45.9,57.2,31.9,0.81,10.00
1958-05,0.40,46.1,61.7,77.4,40.3,2.50,24.54
1958-06,1.24,53.8,66.8,79.9,44.7,3.91,26.21
1958-07,0.74,56.7,73.0,89.2,43.7,5.47,38.04
1958-08,0.05,56.5,73.1,89.8,42.2,6.58,39.54
1958-09,0.22,45.5,58.7,71.9,37.7,3.00,20.05
1958-10,0.57,36.0,49.4,62.8,33.4,1.31,13.09
1958-11,2.18,23.1,31.7,40.3,27.4,0.00,3.05
1958-12,1.73,22.7,28.7,34.7,25.7,0.16,1.76
1959-01,2.80,18.5,26.0,33.5,20.2,0.10,2.34
1959-02,1.36,19.8,27.4,35.0,21.9,0.13,2.41
1959-03,0.66,28.9,38.6,48.2,26.3,0.72,6.54
1959-04,0.24,34.8,47.3,59.8,28.8,1.61,12.09
1959-05,1.21,39.3,51.9,64.5,33.2,1.79,14.58
1959-06,0.46,46.9,60.8,74.7,40.9,2.26,21.27
1959-07,0.00,52.9,70.2,87.4,39.4,5.65,37.54
1959-08,0.16,51.0,66.0,81.0,39.0,4.49,28.87
1959-09,2.10,46.2,56.8,67.5,42.2,1.68,14.68
1959-10,0.77,36.0,47.1,58.2,37.0,0.53,8.42
1959-11,0.94,21.7,31.6,41.6,21.8,0.51,4.65
1959-12,0.71,22.1,28.3,34.6,23.2,0.29,2.19
1960-01,0.92,13.1,20.8,28.5,13.9,0.33,1.93
1960-02,1.50,22.9,30.6,38.3,21.7,0.40,3.46
1960-03,0.61,27.4,37.5,47.6,24.1,0.89,7.36
1960-04,0.89,34.6,46.8,59.1,28.4,1.56,12.25
1960-05,1.61,40.1,52.4,64.6,35.0,1.75,14.37
1960-06,0.07,47.0,62.2,77.4,35.6,4.03,25.47
1960-07,0.02,55.8,73.6,91.4,37.9,7.15,43.34
1960-08,0.32,51.1,65.7,80.3,41.3,3.77,28.03
1960-09,0.36,44.3,60.2,76.1,37.0,2.59,23.35
1960-10,0.28,36.5,49.5,62.6,33.8,1.38,13.22
1960-11,2.18,26.1,34.6,43.1,27.4,0.37,4.00
1960-12,1.19,18.0,24.5,30.9,20.9,0.16,1.68
1961-01,0.55,21.4,27.9,34.4,22.8,0.26,2.09
1961-02,2.41,29.6,35.7,41.9,29.9,0.32,2.87
1961-03,1.72,30.4,39.9,49.4,29.8,0.44,6.31
1961-04,0.44,34.7,46.4,58.0,28.4,1.50,11.17
1961-05,1.53,42.2,54.5,66.9,37.0,1.76,15.37
1961-06,0.67,50.4,66.9,83.4,39.9,4.15,31.84
1961-07,0.27,55.7,72.1,88.5,38.7,6.89,38.02
1961-08,0.23,56.6,73.3,90.0,41.0,6.50,40.15
1961-09,0.08,42.2,56.0,69.8,30.3,3.02,19.07
1961-10,0.27,32.2,45.3,58.5,29.7,1.02,11.53
1961-11,0.96,19.7,29.7,39.8,19.2,0.56,4.30
1961-12,1.65,17.7,25.1,32.4,18.3,0.35,2.43
1962-01,0.45,14.2,21.9,29.5,12.4,0.55,2.46
1962-02,1.23,25.5,32.2,38.9,21.9,0.69,3.49
1962-03,1.00,25.8,36.1,46.4,24.5,0.56,6.13
1962-04,0.85,34.2,49.1,64.0,28.5,1.67,15.55
1962-05,1.52,39.6,51.5,63.4,35.8,1.28,12.61
1962-06,0.57,46.7,61.6,76.5,34.5,3.98,25.19
1962-07,0.07,51.4,68.0,84.5,35.7,5.81,34.66
1962-08,0.82,51.6,65.9,80.2,41.2,4.05,27.37
1962-09,0.48,46.0,61.5,77.1,34.6,3.89,25.61
1962-10,1.66,37.1,48.5,59.8,38.5,0.48,9.19
1962-11,1.30,30.8,38.4,46.0,32.1,0.34,3.83
1962-12,1.17,25.6,31.9,38.3,27.5,0.19,2.11
1963-01,0.12,13.6,22.5,31.5,6.5,0.63,3.60
1963-02,1.11,27.9,36.3,44.6,26.4,0.67,4.47
1963-03,0.87,31.0,40.7,50.5,25.3,1.31,7.90
1963-04,2.10,35.1,45.1,55.1,31.0,1.20,9.02
1963-05,0.54,41.1,55.5,69.8,32.2,2.72,20.00
