PRISM Time Series Data
Location:  Lat: 46.2398   Lon: -119.5113   Elev: 1070ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2021-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2022-Nov-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1928-11,0.80,31.5,40.8,50.2,33.0,0.41,5.80
1928-12,1.37,24.6,31.6,38.7,25.1,0.47,2.97
1929-01,1.18,15.2,21.4,27.6,17.2,0.36,1.43
1929-02,0.25,12.6,22.6,32.5,15.7,0.32,2.67
1929-03,0.28,35.5,47.5,59.6,31.9,1.25,11.44
1929-04,0.41,37.1,50.3,63.4,30.8,1.79,14.27
1929-05,0.62,44.7,60.4,76.1,35.8,2.92,24.07
1929-06,0.81,52.1,66.6,81.1,43.4,3.74,26.92
1929-07,0.00,55.1,73.1,91.2,42.4,5.51,41.02
1929-08,0.02,56.1,74.6,93.1,43.9,5.62,43.97
1929-09,0.14,46.5,61.9,77.3,39.3,2.83,24.28
1929-10,0.19,39.8,55.3,70.9,36.9,1.25,18.78
1929-11,0.04,22.2,35.6,49.1,25.9,0.23,6.80
1929-12,2.04,28.9,36.3,43.7,29.7,0.49,3.78
1930-01,0.81,4.0,13.7,23.4,9.6,0.12,1.49
1930-02,1.11,33.0,41.7,50.3,32.1,0.73,6.14
1930-03,0.32,35.7,48.2,60.8,31.8,1.26,12.03
1930-04,0.30,40.6,56.7,72.8,35.6,1.78,20.80
1930-05,0.48,45.3,59.8,74.4,37.8,2.61,21.83
1930-06,0.33,50.0,66.3,82.6,40.6,3.63,29.62
1930-07,0.03,57.0,75.6,94.2,43.7,6.28,45.42
1930-08,0.06,56.9,74.8,92.7,45.0,5.54,42.76
1930-09,0.53,49.8,64.3,78.7,42.6,2.96,24.86
1930-10,0.35,36.9,50.0,63.0,36.2,0.81,12.45
1930-11,1.06,31.1,38.9,46.7,30.2,0.61,4.93
1930-12,0.47,27.6,32.0,36.4,26.0,0.65,2.07
1931-01,1.27,29.8,35.5,41.2,28.3,0.72,3.13
1931-02,0.46,28.9,38.2,47.5,27.8,0.68,5.79
1931-03,1.22,35.1,46.1,57.1,32.1,1.02,9.88
1931-04,0.33,38.5,52.8,67.1,33.2,1.72,16.58
1931-05,0.10,47.7,64.4,81.2,38.1,3.29,29.17
1931-06,0.94,52.5,67.3,82.2,44.3,3.70,28.29
1931-07,0.00,57.1,75.6,94.1,43.1,6.31,45.62
1931-08,0.00,54.6,73.2,91.8,43.1,5.03,42.09
1931-09,0.17,50.8,64.3,77.8,40.9,3.62,24.46
1931-10,0.64,38.7,52.3,65.9,36.6,1.03,14.81
1931-11,1.38,30.2,37.6,44.9,28.8,0.65,4.65
1931-12,2.59,22.1,28.2,34.4,23.7,0.36,1.83
1932-01,1.04,23.0,29.3,35.7,23.9,0.47,2.33
1932-02,0.82,25.8,34.0,42.2,24.5,0.61,4.26
1932-03,1.05,37.1,45.9,54.7,33.3,1.30,7.98
1932-04,0.65,40.6,54.0,67.4,34.7,1.94,16.55
1932-05,0.77,45.0,59.5,74.0,38.8,2.26,20.35
1932-06,0.07,52.3,69.6,86.9,41.8,4.25,36.38
1932-07,0.06,53.5,70.7,87.9,43.1,4.36,36.13
1932-08,0.02,55.1,71.8,88.6,44.6,4.74,36.66
1932-09,0.00,46.1,64.0,81.9,38.4,2.84,29.89
1932-10,0.97,42.9,54.8,66.7,38.5,1.56,14.77
1932-11,1.37,35.6,44.8,54.0,35.5,0.63,7.06
1932-12,0.76,21.3,30.5,39.8,21.4,0.45,4.02
1933-01,0.83,27.7,36.5,45.3,26.4,0.69,5.19
1933-02,1.06,21.1,28.6,36.1,21.3,0.49,2.90
1933-03,1.28,34.0,44.3,54.7,31.4,1.05,8.60
1933-04,0.28,36.8,51.6,66.4,31.5,1.64,16.40
1933-05,1.14,42.6,56.8,70.9,36.4,2.15,18.80
1933-06,0.29,50.7,67.3,83.8,41.9,3.60,30.93
1933-07,0.06,54.0,72.7,91.4,43.2,4.74,41.25
1933-08,0.14,55.4,72.7,90.0,44.5,4.92,38.74
1933-09,0.68,47.4,61.0,74.6,40.8,2.59,21.15
1933-10,0.95,41.7,56.5,71.2,39.1,1.22,18.41
1933-11,0.70,33.9,42.3,50.6,33.7,0.62,5.84
1933-12,1.98,34.9,41.6,48.2,33.2,0.84,4.83
1934-01,1.02,31.9,39.9,48.0,31.6,0.66,5.07
1934-02,0.37,31.9,42.1,52.4,31.2,0.72,7.39
1934-03,0.79,35.0,49.5,64.0,35.2,0.63,13.59
1934-04,0.40,44.0,58.8,73.7,37.7,2.30,21.29
1934-05,0.38,47.8,63.4,79.1,39.8,3.05,26.16
1934-06,0.24,52.1,67.6,83.1,43.6,3.53,29.31
1934-07,0.00,55.7,73.1,90.5,43.2,5.36,40.05
1934-08,0.39,56.1,74.0,92.0,44.0,5.27,41.88
1934-09,0.55,48.7,63.5,78.3,39.6,3.37,25.43
1934-10,1.29,46.1,56.7,67.4,41.5,1.77,14.43
1934-11,1.27,40.4,47.2,54.0,38.1,1.11,6.47
1934-12,0.85,31.1,36.7,42.4,30.1,0.66,3.25
1935-01,0.36,28.3,34.5,40.7,25.2,0.82,3.63
1935-02,0.67,30.0,38.0,45.9,28.6,0.74,4.97
1935-03,0.34,33.4,43.8,54.3,28.6,1.30,9.00
1935-04,0.78,35.2,49.6,63.9,31.5,1.29,14.42
1935-05,0.11,44.3,60.9,77.4,35.4,2.87,25.32
1935-06,0.50,51.8,67.5,83.2,42.2,4.01,30.27
1935-07,0.34,56.7,73.4,90.1,44.7,5.51,38.47
1935-08,0.03,52.8,70.6,88.3,43.9,3.90,36.11
1935-09,0.07,49.7,66.3,82.8,41.1,3.34,30.07
1935-10,0.68,38.6,51.7,64.9,37.2,1.01,13.99
1935-11,0.55,27.4,35.0,42.6,27.9,0.47,3.71
1935-12,1.30,28.5,32.0,35.5,27.7,0.58,1.42
1936-01,2.24,30.8,36.3,41.9,28.5,0.80,3.43
1936-02,1.03,13.5,20.9,28.3,15.6,0.26,1.72
1936-03,0.20,33.7,44.8,55.8,29.4,1.32,9.75
1936-04,0.46,42.8,57.9,73.0,36.0,2.28,20.94
1936-05,0.34,49.4,64.8,80.2,41.1,3.29,26.90
1936-06,0.93,55.4,69.3,83.3,46.2,4.22,28.56
1936-07,0.05,56.8,74.0,91.2,45.0,5.64,40.11
1936-08,0.00,58.1,73.7,89.2,45.2,6.04,37.13
1936-09,0.28,49.0,63.6,78.2,41.7,2.97,24.45
1936-10,0.00,40.5,56.7,72.9,37.6,1.36,20.42
1936-11,0.11,21.4,33.0,44.6,25.8,0.16,5.22
1936-12,1.20,28.4,36.1,43.9,29.0,0.49,3.99
1937-01,1.31,5.8,13.5,21.2,9.1,0.27,1.23
1937-02,0.69,22.1,31.2,40.2,23.7,0.41,3.64
1937-03,1.32,36.2,47.5,58.8,33.5,1.09,10.49
1937-04,1.12,40.1,52.7,65.3,35.7,1.59,14.63
1937-05,0.10,45.2,61.4,77.6,37.1,2.80,25.31
1937-06,1.82,53.9,67.5,81.1,46.1,3.51,26.10
1937-07,0.23,58.9,75.8,92.7,46.2,6.19,42.53
1937-08,0.24,53.7,69.3,85.0,45.1,3.95,31.37
1937-09,0.38,50.1,65.7,81.2,43.8,2.87,27.18
1937-10,0.67,44.8,56.9,69.0,41.5,1.62,15.61
1937-11,2.14,37.2,44.1,51.1,35.9,0.85,5.55
1937-12,1.61,31.7,37.4,43.2,30.5,0.71,3.36
1938-01,0.64,28.8,34.3,39.9,28.7,0.59,2.66
1938-02,0.99,28.2,35.5,42.8,28.9,0.49,3.58
1938-03,1.20,32.8,44.1,55.3,32.5,0.75,8.57
1938-04,0.41,37.0,52.2,67.4,35.2,1.04,16.28
1938-05,0.31,43.4,59.2,75.1,37.5,2.15,22.28
1938-06,1.51,52.8,68.4,84.1,43.9,3.92,30.67
1938-07,0.09,58.8,75.7,92.6,45.9,6.28,42.21
1938-08,0.02,53.5,70.3,87.2,43.0,4.35,35.02
1938-09,0.06,53.0,69.0,84.9,45.4,3.62,31.52
1938-10,0.98,43.3,54.4,65.6,41.6,1.06,12.89
1938-11,0.64,28.2,38.1,48.1,29.3,0.41,5.74
1938-12,0.64,26.6,35.4,44.2,28.3,0.35,4.27
1939-01,0.85,29.3,37.7,46.2,29.4,0.59,4.98
1939-02,0.83,26.2,35.2,44.2,25.4,0.60,4.82
1939-03,0.64,35.1,47.1,59.0,32.0,1.12,10.85
1939-04,0.09,38.1,54.8,71.4,34.0,1.54,20.05
1939-05,0.09,45.6,61.5,77.5,38.6,2.57,24.71
1939-06,0.35,49.8,64.7,79.7,41.3,3.38,26.17
1939-07,0.15,58.4,74.7,91.1,44.9,6.24,40.31
1939-08,0.00,56.0,73.4,90.7,43.1,5.74,40.22
1939-09,0.46,50.6,66.2,81.7,42.3,3.39,28.36
1939-10,0.41,39.8,53.5,67.1,39.7,0.74,14.74
1939-11,0.00,29.3,41.7,54.2,32.1,0.15,7.97
1939-12,1.61,31.5,38.7,45.9,32.9,0.38,3.92
1940-01,1.25,26.5,31.3,36.2,26.2,0.52,2.05
1940-02,3.17,32.1,39.0,46.0,32.6,0.53,3.95
1940-03,0.93,37.1,49.0,60.8,35.1,1.04,11.39
1940-04,0.81,41.8,54.5,67.2,37.5,1.65,15.39
1940-05,0.20,47.4,63.2,78.9,39.7,2.85,25.94
1940-06,0.15,53.2,70.7,88.3,41.8,4.65,36.69
1940-07,0.66,57.9,73.8,89.6,46.5,5.50,37.29
1940-08,0.00,56.0,72.7,89.5,44.4,5.12,37.86
1940-09,0.62,53.2,67.1,81.0,50.0,1.98,24.70
1940-10,1.54,45.4,56.1,66.9,44.3,0.99,12.92
1940-11,1.66,28.2,35.3,42.4,29.6,0.34,3.40
1940-12,1.59,27.1,34.2,41.2,29.0,0.28,2.95
1941-01,1.71,27.2,32.7,38.1,28.5,0.37,2.09
1941-02,0.76,29.3,38.9,48.6,30.7,0.32,5.56
1941-03,0.44,35.2,49.6,63.9,32.6,1.04,14.09
1941-04,0.49,40.8,55.1,69.4,36.1,1.68,17.71
1941-05,1.09,46.2,59.3,72.4,41.8,1.92,18.63
1941-06,1.70,51.5,65.7,79.9,46.1,2.56,24.75
1941-07,0.19,59.8,76.8,93.8,47.6,5.88,43.52
1941-08,0.89,57.6,71.9,86.2,49.4,4.12,31.36
1941-09,0.77,48.0,60.6,73.2,44.7,1.64,18.09
1941-10,0.56,41.0,51.3,61.6,41.1,0.64,10.15
1941-11,1.09,33.6,43.0,52.4,35.1,0.31,6.25
1941-12,1.09,29.5,37.0,44.5,30.3,0.48,4.17
1942-01,0.93,19.2,24.4,29.7,20.1,0.31,1.34
1942-02,1.07,29.6,37.6,45.5,28.1,0.49,4.81
1942-03,0.16,31.2,44.5,57.9,29.3,0.82,10.90
1942-04,0.38,39.8,54.3,68.9,35.0,1.58,17.61
1942-05,1.51,45.7,59.0,72.3,41.8,1.47,18.10
1942-06,1.45,50.8,65.0,79.2,43.0,2.91,25.46
1942-07,0.10,58.9,75.4,91.9,47.8,5.49,40.81
1942-08,0.04,60.0,76.5,92.9,46.9,6.99,42.85
1942-09,0.00,50.1,66.2,82.2,41.1,4.12,29.14
1942-10,0.59,42.1,55.0,67.9,38.0,1.71,15.74
1942-11,1.83,33.1,38.8,44.6,32.7,0.50,3.44
1942-12,1.49,28.2,34.4,40.6,29.6,0.29,2.54
1943-01,0.47,17.0,24.2,31.4,18.3,0.34,2.09
1943-02,0.72,29.4,37.1,44.7,29.1,0.45,4.19
1943-03,0.62,30.7,42.7,54.7,28.0,0.85,9.25
1943-04,1.03,41.9,55.0,68.1,36.6,1.88,16.36
1943-05,0.39,42.6,56.1,69.6,37.1,1.99,17.51
1943-06,0.79,48.4,63.2,77.9,43.4,2.10,23.47
1943-07,0.00,55.5,73.4,91.4,45.3,4.96,40.97
1943-08,0.20,53.9,70.3,86.7,44.0,4.49,34.54
1943-09,0.00,50.1,66.8,83.6,41.3,4.31,30.38
1943-10,1.66,41.8,52.5,63.3,41.9,0.83,11.79
1943-11,0.31,33.7,40.0,46.3,34.3,0.34,3.52
1943-12,0.30,25.4,31.7,38.1,27.3,0.32,2.51
1944-01,0.51,22.6,30.6,38.5,24.4,0.35,3.18
1944-02,0.49,28.5,36.4,44.3,28.2,0.46,4.31
1944-03,0.34,29.0,42.3,55.6,27.3,0.79,9.92
1944-04,1.38,37.7,51.3,65.0,35.3,1.06,14.38
1944-05,0.39,44.6,59.9,75.3,37.5,2.47,22.93
1944-06,0.97,50.5,66.0,81.4,44.0,2.68,27.67
1944-07,0.00,58.5,74.9,91.4,44.5,6.51,41.23
1944-08,0.02,56.6,72.2,87.8,45.1,5.22,34.90
1944-09,0.25,49.6,65.2,80.9,43.4,2.88,27.45
1944-10,0.19,41.9,56.7,71.5,41.7,0.85,17.09
1944-11,1.65,30.7,38.4,46.0,33.3,0.22,3.99
1944-12,0.74,24.3,29.5,34.8,26.0,0.32,1.78
1945-01,1.20,29.5,35.4,41.3,29.8,0.43,3.01
1945-02,1.32,31.5,39.7,47.8,30.4,0.55,5.37
1945-03,0.92,33.8,43.2,52.7,30.7,0.94,7.78
1945-04,0.57,37.2,50.3,63.5,32.5,1.53,14.17
1945-05,1.92,47.7,61.3,74.9,42.0,2.05,21.05
1945-06,0.27,51.0,66.2,81.3,42.0,3.59,28.27
1945-07,0.00,58.5,76.2,93.8,40.9,7.92,46.53
1945-08,0.13,56.6,73.3,89.9,42.4,6.25,39.94
1945-09,0.48,47.0,61.8,76.7,39.5,3.05,24.80
1945-10,0.49,42.6,56.1,69.6,39.2,1.84,17.57
1945-11,1.25,32.5,40.4,48.2,33.4,0.52,4.84
1945-12,1.79,26.0,32.3,38.5,26.1,0.42,2.79
1946-01,0.79,26.8,35.2,43.6,27.9,0.37,4.14
1946-02,0.77,29.4,39.1,48.8,29.2,0.56,6.01
1946-03,1.05,35.2,45.6,56.1,33.5,0.91,8.84
1946-04,0.33,38.7,53.0,67.3,33.4,1.69,16.97
1946-05,0.70,47.1,62.7,78.3,39.5,2.73,25.29
1946-06,0.88,51.5,65.7,79.9,43.9,3.20,25.68
1946-07,0.13,58.1,73.3,88.5,46.0,5.58,36.16
1946-08,0.27,57.7,73.2,88.7,46.0,5.27,36.37
1946-09,0.58,49.9,62.5,75.1,43.7,2.61,20.40
1946-10,1.05,39.2,50.2,61.1,36.8,1.04,11.34
1946-11,1.08,29.1,38.1,47.2,30.2,0.40,5.08
1946-12,0.26,28.2,36.1,44.0,29.3,0.41,3.99
1947-01,0.34,20.8,29.8,38.7,22.3,0.37,3.40
1947-02,0.45,29.3,39.7,50.1,29.8,0.51,6.21
1947-03,0.51,35.6,48.9,62.1,33.5,0.97,12.52
1947-04,0.68,40.4,54.9,69.4,35.6,1.68,17.64
1947-05,0.18,50.6,66.7,82.7,40.7,3.69,30.39
1947-06,1.22,52.6,65.7,78.8,44.9,3.27,23.65
1947-07,0.54,58.0,73.6,89.2,45.6,5.48,37.04
1947-08,0.28,56.1,71.2,86.4,45.1,4.69,33.36
1947-09,0.93,52.4,65.9,79.3,45.2,3.16,24.33
1947-10,2.81,46.5,55.1,63.6,44.5,1.17,10.55
1947-11,0.93,34.7,41.8,48.9,34.0,0.64,5.00
1947-12,0.90,29.5,35.4,41.3,30.4,0.44,2.67
1948-01,1.45,25.0,31.9,38.7,25.8,0.20,2.95
1948-02,1.01,25.0,33.4,41.9,25.5,0.31,4.25
1948-03,0.28,31.1,41.8,52.5,28.9,0.63,8.27
1948-04,1.17,37.1,48.6,60.2,35.0,0.74,11.56
1948-05,2.70,46.2,57.3,68.4,43.2,1.27,14.52
1948-06,2.40,56.4,70.4,84.4,52.1,2.43,28.11
1948-07,0.58,54.0,69.7,85.4,47.7,2.99,31.32
1948-08,0.26,56.2,70.4,84.5,50.2,3.13,28.72
1948-09,0.41,48.9,62.5,76.0,43.4,2.54,22.82
1948-10,0.69,37.0,50.1,63.2,38.2,0.57,11.69
1948-11,1.00,32.4,41.0,49.5,31.2,0.54,5.97
1948-12,1.70,21.1,28.1,35.1,22.4,0.17,2.38
1949-01,0.20,5.1,15.3,25.5,9.1,0.20,1.86
1949-02,1.02,22.5,31.4,40.3,24.2,0.25,3.68
1949-03,1.01,33.6,43.9,54.1,32.9,0.45,7.64
1949-04,0.05,38.2,54.1,70.0,34.3,1.44,18.63
1949-05,0.37,48.6,63.3,78.0,41.7,2.85,25.50
1949-06,0.01,50.1,66.2,82.4,39.4,3.93,30.69
1949-07,0.00,53.7,70.5,87.2,42.6,4.79,35.55
1949-08,0.00,54.9,70.9,86.8,45.2,4.69,34.02
1949-09,0.45,51.6,65.4,79.1,43.7,3.64,25.22
1949-10,0.34,35.5,48.1,60.6,35.2,0.70,10.95
1949-11,1.60,35.7,44.2,52.6,38.1,0.10,5.29
1949-12,0.40,27.9,35.3,42.7,27.0,0.48,4.36
1950-01,1.75,6.5,14.5,22.4,10.8,0.18,1.29
1950-02,0.99,22.5,30.7,38.9,25.3,0.08,2.97
1950-03,1.12,31.7,41.4,51.1,31.8,0.29,6.76
1950-04,0.46,35.8,48.7,61.6,31.8,1.10,12.75
1950-05,0.17,42.4,57.3,72.2,35.4,2.25,20.81
1950-06,2.18,52.8,65.1,77.3,46.7,2.54,21.94
1950-07,0.07,56.2,73.0,89.7,47.7,4.20,37.52
1950-08,0.01,58.2,74.4,90.6,47.6,5.12,38.85
1950-09,0.02,50.5,66.0,81.5,41.6,3.92,29.44
1950-10,2.60,42.0,51.7,61.4,42.9,0.40,9.00
1950-11,1.04,34.2,41.1,48.0,34.4,0.33,4.42
1950-12,1.65,32.9,38.2,43.5,34.8,0.04,2.27
1951-01,1.19,26.2,32.7,39.3,25.7,0.29,3.19
1951-02,0.76,28.0,36.7,45.3,27.7,0.42,4.81
1951-03,0.54,29.8,39.8,49.8,27.3,0.70,7.46
1951-04,0.41,37.6,52.8,68.0,30.4,2.11,17.91
1951-05,0.61,45.2,60.3,75.4,39.6,2.10,22.49
1951-06,1.59,53.2,67.5,81.8,43.2,4.04,28.59
1951-07,0.20,56.9,73.8,90.7,45.9,5.36,39.45
1951-08,0.26,55.1,71.2,87.2,44.9,5.08,35.13
1951-09,0.27,50.9,65.4,79.9,43.1,3.53,25.68
1951-10,1.16,41.7,51.9,62.2,42.6,0.48,9.86
1951-11,1.18,30.1,38.3,46.4,32.1,0.16,4.20
1951-12,0.92,21.1,28.4,35.7,24.0,0.09,2.49
1952-01,0.78,19.3,25.7,32.2,21.7,0.16,1.67
1952-02,0.80,28.9,37.1,45.3,28.1,0.48,5.01
1952-03,0.30,31.7,42.7,53.7,30.2,0.60,8.56
1952-04,0.19,37.7,53.2,68.7,34.7,1.38,17.04
1952-05,0.69,45.7,60.0,74.3,41.3,1.88,20.77
1952-06,1.17,50.2,64.0,77.8,44.5,2.26,23.14
1952-07,0.00,57.1,73.7,90.2,44.9,6.13,39.40
1952-08,0.00,55.6,71.5,87.3,48.2,4.06,33.12
1952-09,0.15,50.9,66.1,81.3,44.3,3.51,27.00
1952-10,0.02,44.7,58.4,72.1,40.5,2.38,17.95
1952-11,0.24,25.1,33.0,41.0,28.2,0.20,3.34
1952-12,1.55,28.9,33.9,38.9,29.8,0.18,2.13
1953-01,3.04,36.7,43.1,49.5,35.1,0.56,4.91
1953-02,0.56,31.4,40.2,48.9,30.4,0.55,5.88
1953-03,0.56,35.2,46.2,57.2,31.3,1.10,10.17
1953-04,0.98,37.5,49.5,61.4,34.2,1.01,12.25
1953-05,0.85,42.2,55.6,69.0,39.1,1.31,16.61
1953-06,0.67,47.7,60.7,73.7,44.0,1.58,18.48
1953-07,0.00,57.1,73.6,90.0,44.5,6.15,38.67
1953-08,0.57,58.1,72.7,87.2,49.3,4.56,32.98
1953-09,0.00,50.2,65.3,80.4,43.9,3.39,26.45
1953-10,0.52,43.4,55.4,67.4,40.8,1.42,14.08
1953-11,1.43,36.1,44.2,52.3,36.2,0.49,5.95
1953-12,0.95,31.9,39.0,46.0,31.5,0.39,4.39
1954-01,1.34,23.0,30.3,37.6,24.9,0.18,2.88
1954-02,0.31,31.9,37.9,43.8,30.4,0.59,3.92
1954-03,0.84,30.3,41.0,51.7,26.2,0.95,8.08
1954-04,0.28,37.2,50.1,63.0,32.0,1.52,13.53
1954-05,0.57,45.7,59.8,73.8,37.5,2.83,21.63
1954-06,0.45,48.3,61.9,75.5,42.5,2.40,21.59
1954-07,0.32,54.7,70.6,86.6,46.2,4.09,33.09
1954-08,0.16,53.5,67.9,82.3,47.7,2.90,27.20
1954-09,0.45,48.8,62.1,75.5,47.3,1.30,19.47
1954-10,0.59,38.0,50.1,62.3,37.2,0.85,11.39
1954-11,0.82,38.0,46.9,55.7,38.9,0.35,6.75
1954-12,0.69,26.5,33.2,39.8,27.0,0.28,3.01
1955-01,0.64,25.5,30.9,36.3,27.2,0.11,1.92
1955-02,0.22,26.8,35.5,44.3,25.3,0.54,5.08
1955-03,0.40,28.3,38.9,49.4,25.4,0.69,7.46
1955-04,0.85,34.6,46.2,57.7,31.1,0.89,10.78
1955-05,0.49,42.0,55.3,68.7,36.8,1.76,16.93
1955-06,0.26,52.1,67.1,82.1,43.0,4.01,29.06
1955-07,0.76,55.0,69.2,83.5,49.0,3.18,28.74
1955-08,0.00,54.5,71.7,88.9,44.8,4.76,36.98
1955-09,0.50,49.3,63.8,78.3,43.3,3.09,25.78
1955-10,1.01,41.7,53.3,64.8,43.1,0.44,11.32
1955-11,1.94,24.1,32.5,40.9,27.9,0.11,3.44
1955-12,2.20,23.0,29.7,36.3,26.2,0.10,2.17
1956-01,2.14,24.7,31.4,38.2,28.2,0.05,2.18
1956-02,1.09,17.0,24.8,32.6,20.0,0.15,2.17
1956-03,0.25,32.8,42.6,52.4,30.5,0.70,7.86
1956-04,0.00,39.6,54.3,69.0,35.8,1.43,17.79
1956-05,0.84,48.9,62.1,75.2,44.0,2.26,21.44
1956-06,0.86,49.0,63.4,77.8,44.9,1.84,23.16
1956-07,0.15,58.8,74.5,90.2,49.0,5.15,37.94
1956-08,0.31,55.4,71.0,86.6,48.1,3.84,33.26
1956-09,0.08,49.1,64.1,79.1,43.5,2.86,24.78
1956-10,1.36,39.8,51.3,62.7,39.8,0.63,11.84
1956-11,0.29,28.8,36.0,43.2,31.6,0.15,3.25
1956-12,0.74,28.5,35.4,42.3,29.0,0.29,3.70
1957-01,0.51,10.1,17.2,24.3,14.6,0.13,1.24
1957-02,0.44,25.9,34.3,42.6,27.8,0.25,3.87
1957-03,2.14,33.0,42.3,51.7,34.1,0.18,6.61
1957-04,0.68,39.0,51.7,64.4,37.7,0.63,13.33
1957-05,1.07,50.0,62.5,75.0,47.7,1.32,19.04
1957-06,0.94,53.2,68.0,82.7,47.0,2.98,28.40
1957-07,0.13,54.7,70.4,86.1,45.5,4.35,32.71
1957-08,0.14,54.6,70.2,85.8,45.1,4.40,32.45
1957-09,0.67,51.6,66.1,80.5,44.6,3.58,25.92
1957-10,2.19,40.5,50.1,59.7,41.7,0.43,8.70
1957-11,0.49,31.1,40.6,50.1,31.2,0.47,6.13
1957-12,0.98,32.4,39.8,47.1,31.7,0.40,4.77
1958-01,2.16,30.8,36.9,43.1,30.8,0.32,3.39
1958-02,1.92,36.4,44.1,51.8,37.2,0.19,5.43
1958-03,0.86,32.7,43.3,53.9,31.3,0.54,8.23
1958-04,1.30,38.9,49.9,60.9,36.4,0.83,11.19
1958-05,0.66,51.4,66.0,80.7,44.9,3.01,26.77
1958-06,0.51,56.6,70.9,85.2,49.3,3.72,31.56
1958-07,0.13,62.2,78.5,94.8,48.7,7.11,45.26
1958-08,0.04,59.4,76.5,93.5,47.6,6.37,43.50
1958-09,0.10,48.7,62.7,76.7,43.0,2.67,23.11
1958-10,0.19,40.1,54.2,68.2,38.9,1.05,15.78
1958-11,1.25,32.3,41.1,49.9,32.6,0.37,6.00
1958-12,1.55,28.6,34.6,40.6,32.1,0.04,2.13
1959-01,2.19,24.4,32.2,39.9,27.2,0.02,3.13
1959-02,0.93,26.6,35.1,43.6,28.7,0.08,4.17
1959-03,0.56,33.2,45.0,56.8,31.1,0.70,9.94
1959-04,0.28,37.6,52.0,66.3,33.6,1.27,15.60
1959-05,0.49,42.2,55.8,69.4,37.3,1.71,17.49
1959-06,0.46,52.2,66.4,80.6,44.9,3.17,26.49
1959-07,0.07,58.4,74.8,91.1,45.1,6.63,41.36
1959-08,0.11,54.1,69.5,84.8,44.6,4.29,31.96
1959-09,1.30,49.4,61.2,73.1,46.0,1.64,18.26
1959-10,0.61,41.0,53.2,65.3,41.8,0.58,12.08
1959-11,0.43,26.9,37.1,47.4,27.8,0.41,5.78
1959-12,0.44,26.1,32.8,39.5,27.9,0.19,2.81
1960-01,0.58,15.5,22.7,29.9,21.1,0.06,1.33
1960-02,0.95,27.4,36.8,46.1,26.7,0.35,5.62
1960-03,0.90,31.7,43.2,54.6,30.5,0.59,9.95
1960-04,0.78,38.3,51.2,64.2,35.4,1.04,14.08
1960-05,0.96,42.8,56.5,70.2,40.0,1.20,17.44
1960-06,0.30,50.8,67.1,83.3,41.3,3.91,30.79
1960-07,0.00,61.2,78.4,95.7,43.7,8.36,48.76
1960-08,0.28,53.5,68.8,84.0,46.4,3.26,30.88
1960-09,0.28,48.7,63.8,79.0,43.3,2.56,24.43
1960-10,0.50,42.1,54.3,66.6,39.6,1.37,14.68
1960-11,1.68,32.1,41.5,50.9,32.4,0.46,6.51
1960-12,0.78,23.6,28.9,34.2,26.2,0.10,1.59
1961-01,0.62,28.0,34.4,40.8,28.8,0.25,2.99
1961-02,2.69,35.0,43.5,52.0,34.2,0.43,6.33
1961-03,1.50,34.6,44.8,55.0,33.7,0.48,8.32
1961-04,0.66,37.7,50.5,63.4,33.9,1.17,13.41
1961-05,1.20,45.9,58.6,71.3,40.9,1.97,17.91
1961-06,0.63,55.6,71.8,88.0,44.7,5.07,37.13
1961-07,0.12,60.4,76.5,92.7,44.9,7.58,42.58
1961-08,0.27,61.6,77.3,93.1,46.9,7.63,43.06
1961-09,0.25,47.3,60.9,74.5,38.4,3.06,21.43
1961-10,0.34,39.4,51.6,63.7,37.0,1.08,13.26
1961-11,0.81,25.7,35.8,45.9,26.4,0.43,5.42
1961-12,1.19,27.1,34.4,41.6,26.2,0.47,4.02
1962-01,0.30,23.1,31.2,39.2,21.6,0.56,3.81
1962-02,0.87,28.9,37.1,45.3,27.8,0.47,4.75
1962-03,0.87,31.1,41.3,51.5,29.5,0.63,7.57
1962-04,0.66,40.3,54.4,68.5,34.4,1.97,17.62
1962-05,1.90,43.8,55.3,66.9,39.4,1.57,14.21
1962-06,0.18,49.8,65.4,81.1,40.7,3.63,28.83
1962-07,0.00,55.6,72.1,88.7,42.1,6.19,38.82
1962-08,0.49,54.5,69.3,84.1,46.9,3.49,30.12
1962-09,0.43,50.2,64.9,79.6,42.1,3.49,26.27
1962-10,1.42,42.5,52.8,63.1,42.4,0.76,10.08
1962-11,1.04,36.4,44.3,52.1,36.2,0.58,5.68
1962-12,1.36,31.9,37.4,42.9,31.5,0.39,2.86
1963-01,0.28,17.6,26.3,35.0,16.7,0.40,3.31
1963-02,1.43,30.5,38.6,46.7,33.0,0.21,3.97
1963-03,0.71,33.1,45.1,57.1,31.0,0.75,10.33
1963-04,1.60,38.1,48.8,59.5,35.5,0.92,10.55
1963-05,0.76,44.7,58.9,73.1,38.2,2.37,21.64
