PRISM Time Series Data
Location:  Lat: 47.8690   Lon: -120.6189   Elev: 4688ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1895-01 - 2021-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2022-Nov-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1928-11,3.16,26.6,31.7,36.7,23.7,0.99,2.44
1928-12,5.04,18.0,22.8,27.7,17.3,0.58,1.20
1929-01,3.51,7.2,14.2,21.3,8.5,0.43,1.33
1929-02,1.69,11.5,19.7,27.8,7.5,0.71,2.58
1929-03,3.83,24.8,32.5,40.1,20.6,1.12,4.46
1929-04,2.40,25.6,34.6,43.7,20.1,1.30,5.96
1929-05,1.57,34.3,44.4,54.5,26.0,2.10,9.83
1929-06,2.14,39.6,49.1,58.5,33.9,1.95,10.59
1929-07,0.00,45.1,57.3,69.5,35.4,3.52,18.07
1929-08,0.00,48.3,60.7,73.1,36.9,4.19,21.45
1929-09,0.24,42.4,51.9,61.3,30.8,3.36,13.27
1929-10,0.82,35.4,44.4,53.5,27.0,2.10,9.29
1929-11,0.41,25.1,33.2,41.3,18.7,1.25,5.10
1929-12,7.27,22.9,28.3,33.7,21.6,0.68,2.27
1930-01,1.93,2.1,9.5,16.8,3.2,0.42,1.12
1930-02,9.57,21.7,28.4,35.1,22.3,0.54,2.51
1930-03,4.88,24.5,33.2,41.9,19.7,1.16,5.25
1930-04,2.88,31.3,41.6,51.9,25.7,1.51,8.49
1930-05,1.20,33.8,43.6,53.5,28.0,1.67,8.93
1930-06,1.51,38.2,48.9,59.6,31.8,1.99,11.64
1930-07,0.02,47.5,59.6,71.7,36.4,3.81,20.04
1930-08,0.26,49.1,60.6,72.1,38.7,3.92,20.33
1930-09,0.83,43.6,52.8,61.9,34.8,2.89,12.62
1930-10,2.91,31.9,39.1,46.4,26.5,1.46,5.91
1930-11,4.05,24.1,29.9,35.6,21.6,0.89,2.60
1930-12,1.66,18.6,23.1,27.7,18.4,0.52,1.04
1931-01,7.33,21.5,26.2,30.9,21.1,0.59,1.44
1931-02,4.16,19.7,25.7,31.6,19.4,0.60,1.81
1931-03,7.26,24.1,30.8,37.6,20.9,0.96,3.55
1931-04,1.60,29.1,39.6,50.1,22.7,1.54,7.96
1931-05,1.53,37.5,49.1,60.6,28.5,2.41,13.05
1931-06,3.19,41.4,50.8,60.1,35.1,2.24,11.11
1931-07,0.10,47.7,60.0,72.4,36.7,3.89,20.80
1931-08,0.00,47.7,59.6,71.5,36.3,3.95,19.78
1931-09,1.35,42.2,50.1,58.1,33.9,2.65,10.28
1931-10,2.68,33.4,41.5,49.6,26.7,1.76,6.91
1931-11,6.93,21.7,27.1,32.4,19.9,0.74,2.17
1931-12,6.00,17.1,21.9,26.8,18.0,0.36,0.83
1932-01,7.59,13.9,20.0,26.1,15.6,0.40,1.37
1932-02,9.44,17.1,24.0,30.9,15.5,0.65,2.25
1932-03,10.09,22.5,28.9,35.2,20.4,0.88,3.09
1932-04,1.67,29.3,38.6,47.9,24.6,1.36,6.86
1932-05,0.68,33.3,43.6,53.9,29.5,1.34,9.43
1932-06,0.16,40.9,53.2,65.4,34.3,2.23,15.55
1932-07,0.71,42.9,54.6,66.4,36.4,2.29,15.65
1932-08,0.32,46.1,56.9,67.7,38.2,2.94,16.26
1932-09,0.80,42.2,52.9,63.6,30.8,3.20,14.67
1932-10,4.05,34.9,42.7,50.4,28.4,1.73,7.43
1932-11,13.92,27.7,32.9,38.2,26.4,0.77,2.46
1932-12,9.05,15.2,21.4,27.5,14.0,0.63,1.93
1933-01,8.41,17.6,23.8,29.9,18.1,0.50,1.71
1933-02,3.88,12.0,19.7,27.5,11.5,0.57,2.20
1933-03,5.02,21.4,28.7,36.0,20.0,0.76,3.09
1933-04,0.42,26.7,37.8,48.9,20.9,1.40,8.05
1933-05,2.35,31.2,40.0,48.7,27.4,1.25,6.35
1933-06,1.12,38.2,50.6,63.0,33.5,1.67,13.71
1933-07,0.43,44.9,57.6,70.4,36.2,3.04,19.56
1933-08,0.96,48.2,60.0,71.9,38.7,3.55,19.78
1933-09,3.69,38.2,46.7,55.3,32.8,1.84,8.68
1933-10,7.82,35.3,44.4,53.5,28.8,1.86,8.75
1933-11,5.24,28.4,34.5,40.7,24.9,1.12,3.70
1933-12,28.02,24.0,28.0,32.1,23.5,0.65,1.54
1934-01,11.08,22.9,28.8,34.6,23.8,0.49,1.87
1934-02,2.00,24.4,31.8,39.2,22.1,0.86,4.06
1934-03,6.53,28.8,37.3,45.9,23.9,1.31,6.11
1934-04,1.13,35.3,46.1,57.0,26.6,2.22,11.07
1934-05,1.66,37.0,47.8,58.6,30.8,1.91,11.05
1934-06,0.57,40.6,52.7,64.8,34.8,2.02,14.59
1934-07,0.35,44.4,56.5,68.6,36.4,2.78,17.33
1934-08,0.20,49.3,61.1,73.0,37.0,4.27,21.33
1934-09,0.84,40.2,49.8,59.5,31.8,2.48,11.57
1934-10,8.80,35.1,43.0,50.9,30.8,1.50,6.68
1934-11,9.22,29.0,33.6,38.3,28.7,0.68,1.89
1934-12,9.83,20.5,25.4,30.3,21.3,0.51,1.36
1935-01,9.88,16.5,22.0,27.6,16.3,0.56,1.47
1935-02,1.51,22.6,28.9,35.2,19.5,0.94,2.91
1935-03,5.40,22.4,28.6,34.9,17.6,1.04,3.43
1935-04,0.53,26.0,35.9,45.9,20.5,1.26,6.57
1935-05,0.60,34.7,45.5,56.4,25.7,2.20,11.11
1935-06,0.92,41.8,50.9,60.0,32.9,2.73,11.74
1935-07,0.64,47.0,57.5,67.9,37.0,3.48,16.56
1935-08,0.41,46.6,56.7,66.9,36.6,3.42,16.32
1935-09,1.22,45.7,55.5,65.3,32.8,3.96,15.55
1935-10,1.29,33.2,41.0,48.8,26.8,1.74,7.09
1935-11,1.97,21.8,27.7,33.6,19.3,0.82,2.41
1935-12,3.64,20.4,24.8,29.1,20.4,0.54,1.12
1936-01,10.67,19.1,24.6,30.2,18.8,0.61,1.88
1936-02,8.70,4.3,11.5,18.7,6.4,0.36,1.11
1936-03,6.85,20.7,27.8,34.9,18.5,0.89,3.31
1936-04,0.79,28.7,39.1,49.5,24.4,1.25,7.34
1936-05,2.03,37.4,48.3,59.3,31.5,1.83,11.37
1936-06,3.17,41.4,51.2,61.0,37.1,1.75,11.32
1936-07,0.34,45.6,57.6,69.6,38.2,2.73,17.94
1936-08,0.33,46.5,58.7,70.9,38.7,2.92,18.94
1936-09,0.80,41.3,51.7,62.2,32.8,2.64,13.66
1936-10,0.89,37.4,46.9,56.5,27.4,2.50,10.66
1936-11,0.53,23.9,31.4,38.9,18.3,1.22,4.35
1936-12,10.51,22.2,27.3,32.5,20.6,0.75,1.89
1937-01,3.40,1.6,9.2,16.7,1.5,0.44,1.20
1937-02,8.04,15.1,22.0,28.9,14.3,0.56,2.18
1937-03,2.16,24.9,33.0,41.1,21.6,1.00,4.68
1937-04,4.05,26.0,34.7,43.3,24.1,0.92,4.67
1937-05,0.75,32.9,44.6,56.2,27.8,1.53,10.33
1937-06,4.62,41.0,51.6,62.2,36.0,1.76,12.03
1937-07,0.27,47.2,59.4,71.5,38.6,3.22,19.46
1937-08,0.49,43.3,53.8,64.3,37.5,2.18,13.91
1937-09,1.12,42.2,52.7,63.2,35.1,2.47,13.41
1937-10,2.37,37.1,45.1,53.1,30.7,1.89,7.97
1937-11,9.68,27.6,32.5,37.5,26.4,0.82,2.38
1937-12,11.44,22.5,27.0,31.6,22.0,0.62,1.48
1938-01,5.59,18.8,23.6,28.4,20.2,0.39,0.89
1938-02,3.67,20.2,25.1,30.0,17.4,0.76,2.33
1938-03,4.86,22.1,29.0,35.9,21.1,0.77,3.31
1938-04,1.86,28.3,37.5,46.7,23.9,1.24,6.02
1938-05,0.39,33.8,44.3,54.7,28.2,1.66,9.79
1938-06,0.95,42.5,54.6,66.7,35.2,2.46,15.78
1938-07,0.51,49.1,62.2,75.4,38.6,3.95,22.47
1938-08,0.11,44.2,56.4,68.6,36.3,2.65,17.22
1938-09,0.40,46.4,58.3,70.2,36.4,3.46,18.43
1938-10,2.61,34.9,42.5,50.2,30.8,1.42,6.47
1938-11,6.44,21.0,26.8,32.5,20.8,0.60,2.10
1938-12,5.63,19.3,25.5,31.7,20.6,0.44,1.68
1939-01,6.79,21.6,27.4,33.2,21.5,0.59,2.00
1939-02,3.57,15.3,22.9,30.5,14.5,0.58,2.48
1939-03,2.49,23.7,31.5,39.2,19.7,1.03,4.22
1939-04,0.60,29.0,40.5,52.0,23.3,1.46,8.96
1939-05,1.88,34.6,46.2,57.9,29.1,1.69,11.56
1939-06,0.57,37.3,48.0,58.6,32.8,1.56,10.68
1939-07,0.13,45.7,58.5,71.4,37.4,3.00,19.41
1939-08,0.23,46.9,60.4,73.8,36.6,3.65,21.93
1939-09,0.65,41.8,52.9,64.1,33.7,2.60,14.54
1939-10,2.68,33.6,41.8,49.9,28.9,1.45,6.95
1939-11,4.76,28.5,35.6,42.6,24.4,1.17,4.15
1939-12,9.95,23.9,28.9,33.9,25.4,0.40,1.27
1940-01,2.99,17.8,24.0,30.2,16.6,0.62,2.16
1940-02,5.05,22.0,27.4,32.8,21.5,0.66,2.09
1940-03,5.23,26.3,36.1,45.9,23.9,0.96,6.02
1940-04,2.62,29.6,39.0,48.3,26.0,1.22,6.90
1940-05,1.68,36.3,48.2,60.2,29.7,1.88,12.26
1940-06,0.17,41.7,54.2,66.6,33.6,2.52,16.69
1940-07,0.63,45.9,57.6,69.2,38.7,2.79,17.97
1940-08,0.09,46.5,58.7,70.9,37.0,3.24,19.53
1940-09,1.67,44.4,55.0,65.6,40.1,1.94,13.87
1940-10,5.60,35.6,42.4,49.2,33.3,1.15,5.57
1940-11,5.72,20.0,25.5,31.0,20.3,0.56,1.93
1940-12,5.17,20.3,25.5,30.6,21.8,0.41,1.08
1941-01,4.32,19.9,24.7,29.6,19.8,0.55,1.27
1941-02,2.32,21.8,28.7,35.6,20.4,0.66,3.30
1941-03,1.32,26.6,36.6,46.5,21.1,1.25,7.08
1941-04,1.98,30.5,42.0,53.5,24.6,1.47,9.77
1941-05,2.81,34.1,44.5,54.9,31.5,1.08,8.84
1941-06,1.18,40.0,50.5,60.9,36.8,1.35,11.51
1941-07,0.36,49.5,62.2,74.9,39.6,3.73,22.02
1941-08,1.63,46.8,58.0,69.3,41.4,1.93,17.48
1941-09,2.33,38.1,46.2,54.3,35.6,1.25,7.99
1941-10,3.03,32.2,40.6,48.9,29.4,1.11,6.19
1941-11,6.03,26.7,32.9,39.1,26.0,0.68,2.78
1941-12,8.84,18.8,25.1,31.4,22.0,0.32,1.46
1942-01,2.31,12.8,19.8,26.7,13.3,0.44,1.65
1942-02,2.47,18.2,25.6,33.0,17.8,0.49,2.77
1942-03,3.09,21.3,30.4,39.6,19.3,0.76,4.59
1942-04,1.18,29.2,40.8,52.4,24.6,1.28,9.46
1942-05,2.36,33.3,43.4,53.5,31.1,0.95,8.62
1942-06,1.65,38.5,48.7,58.9,34.3,1.45,10.53
1942-07,0.63,47.3,60.1,72.8,40.3,2.77,20.33
1942-08,0.30,49.9,62.8,75.7,39.5,3.91,23.26
1942-09,0.01,41.5,55.1,68.7,33.8,2.55,18.08
1942-10,3.78,33.2,43.7,54.2,29.2,1.41,9.09
1942-11,9.61,21.2,26.8,32.4,23.5,0.30,1.40
1942-12,9.29,19.3,25.6,31.9,22.4,0.17,1.34
1943-01,6.16,7.4,16.1,24.9,11.0,0.34,1.68
1943-02,5.49,21.0,28.5,35.9,19.5,0.64,3.04
1943-03,7.35,18.1,27.8,37.5,16.5,0.68,4.25
1943-04,3.29,28.6,40.0,51.4,26.0,0.94,8.81
1943-05,1.42,30.4,41.0,51.6,27.9,0.84,8.42
1943-06,1.21,37.5,48.4,59.3,34.4,1.11,10.93
1943-07,0.18,43.5,57.3,71.0,37.8,2.05,18.37
1943-08,0.33,42.5,55.0,67.6,38.2,1.61,15.71
1943-09,0.12,39.9,54.7,69.5,33.5,2.27,18.60
1943-10,3.15,35.6,43.5,51.4,30.6,1.77,7.46
1943-11,3.56,27.0,32.9,38.7,24.6,0.84,2.94
1943-12,4.98,17.9,24.9,31.9,19.4,0.35,2.10
1944-01,4.25,15.1,22.7,30.4,16.9,0.32,2.11
1944-02,3.35,17.5,25.2,32.9,18.1,0.45,2.46
1944-03,3.34,19.4,28.2,37.0,16.3,0.79,4.11
1944-04,1.38,27.5,38.5,49.5,24.1,0.98,7.76
1944-05,1.73,32.8,45.3,57.8,28.3,1.27,11.26
1944-06,1.64,39.5,51.0,62.6,35.2,1.57,12.56
1944-07,0.28,44.5,57.6,70.8,37.3,2.51,18.71
1944-08,0.17,43.6,55.3,67.0,38.6,1.80,15.22
1944-09,2.64,43.6,54.9,66.3,35.5,2.81,16.06
1944-10,1.43,37.7,46.8,55.8,30.8,2.29,9.11
1944-11,5.58,23.8,29.1,34.3,24.3,0.46,1.84
1944-12,2.44,14.6,20.9,27.2,17.9,0.21,1.13
1945-01,6.23,19.0,25.4,31.8,20.5,0.31,1.91
1945-02,6.38,21.0,27.5,34.0,20.1,0.54,2.61
1945-03,5.51,20.0,27.9,35.9,19.6,0.56,3.34
1945-04,1.76,24.3,34.2,44.1,22.0,0.74,5.72
1945-05,1.87,36.0,47.1,58.1,31.3,1.42,10.95
1945-06,0.28,38.7,50.3,61.8,33.4,1.71,13.11
1945-07,0.01,46.4,59.0,71.6,37.3,3.25,20.01
1945-08,0.28,47.2,59.9,72.7,38.7,3.03,19.49
1945-09,1.89,38.3,49.2,60.0,34.0,1.66,12.05
1945-10,3.46,34.9,44.5,54.0,30.0,1.59,8.80
1945-11,8.55,21.3,26.7,32.1,24.2,0.32,1.49
1945-12,9.67,17.7,22.4,27.2,19.5,0.36,1.25
1946-01,8.02,18.2,24.4,30.5,19.4,0.39,1.63
1946-02,5.63,20.0,26.5,33.1,18.6,0.69,2.66
1946-03,4.71,22.5,29.7,36.9,21.7,0.72,3.32
1946-04,1.85,28.0,38.3,48.5,23.3,1.32,7.29
1946-05,0.59,35.2,47.6,60.0,28.8,1.88,12.54
1946-06,2.43,38.6,48.8,58.9,34.0,1.58,10.77
1946-07,0.34,46.8,57.9,69.1,38.5,3.37,17.14
1946-08,0.55,46.6,59.1,71.7,38.0,3.44,19.41
1946-09,1.07,39.9,50.6,61.3,34.7,1.93,11.69
1946-10,4.61,29.0,37.4,45.7,27.1,0.85,5.65
1946-11,9.77,20.0,26.3,32.6,21.7,0.40,1.99
1946-12,10.43,18.6,24.7,30.8,21.8,0.33,1.20
1947-01,9.91,13.8,20.4,26.9,14.0,0.46,1.59
1947-02,6.48,20.5,29.0,37.6,20.0,0.64,3.28
1947-03,2.30,26.4,34.8,43.2,21.8,1.22,5.14
1947-04,1.38,29.9,41.3,52.8,24.7,1.41,9.14
1947-05,0.53,38.2,50.2,62.2,30.7,2.25,13.79
1947-06,2.09,38.6,48.4,58.3,36.0,1.25,9.51
1947-07,1.03,44.3,56.4,68.5,37.2,2.10,17.23
1947-08,0.30,43.8,55.1,66.4,38.2,2.18,15.31
1947-09,0.81,42.0,52.8,63.6,35.3,2.40,13.38
1947-10,8.79,32.8,39.0,45.1,32.7,0.67,3.93
1947-11,3.51,24.5,29.9,35.3,23.3,0.65,2.52
1947-12,5.34,20.7,25.6,30.6,21.7,0.45,1.30
1948-01,5.58,17.9,24.0,30.1,18.1,0.18,1.91
1948-02,8.58,14.2,21.3,28.4,17.4,0.02,1.73
1948-03,3.37,18.3,26.4,34.4,18.3,0.20,3.15
1948-04,1.70,25.0,33.6,42.3,24.7,0.30,4.73
1948-05,5.68,34.4,42.9,51.4,34.2,0.40,6.48
1948-06,2.49,45.1,55.5,65.8,40.8,1.72,13.05
1948-07,0.93,43.6,54.9,66.2,38.5,1.96,13.79
1948-08,1.54,44.1,54.4,64.6,43.7,0.71,10.82
1948-09,1.67,39.2,49.7,60.3,35.5,1.50,11.63
1948-10,2.23,34.2,41.0,47.8,25.6,2.00,6.58
1948-11,10.51,23.2,28.3,33.3,24.0,0.15,1.78
1948-12,11.90,10.4,16.0,21.6,15.5,0.01,0.57
1949-01,1.63,6.8,14.0,21.1,4.5,0.34,1.61
1949-02,11.30,13.3,19.9,26.5,16.7,0.12,1.31
1949-03,2.88,23.4,31.0,38.5,24.1,0.23,3.28
1949-04,0.77,31.4,40.6,49.8,24.6,1.57,7.75
1949-05,0.79,38.4,48.8,59.2,32.0,2.12,11.75
1949-06,0.45,39.0,49.6,60.3,32.0,1.92,11.84
1949-07,0.34,44.1,55.4,66.6,38.3,2.12,14.42
1949-08,0.38,45.0,55.7,66.4,42.3,1.00,13.01
1949-09,2.04,44.5,53.5,62.6,38.7,2.30,11.96
1949-10,3.97,30.6,38.3,46.0,26.9,0.87,5.51
1949-11,13.37,32.7,38.3,43.8,31.0,0.71,3.76
1949-12,9.98,14.9,20.6,26.2,19.3,0.00,0.91
1950-01,10.12,-1.3,5.2,11.6,4.4,0.12,0.40
1950-02,6.96,17.5,24.1,30.6,19.8,0.04,1.71
1950-03,8.55,20.3,27.6,34.8,21.5,0.10,2.69
1950-04,2.40,25.0,33.6,42.1,20.6,0.80,5.26
1950-05,0.64,31.2,41.3,51.5,26.1,1.21,8.35
1950-06,1.38,40.6,50.8,61.0,37.3,1.21,10.85
1950-07,0.41,47.0,58.5,70.1,39.9,2.88,16.88
1950-08,0.79,48.3,60.1,71.8,39.5,3.12,18.67
1950-09,0.66,44.1,55.1,66.2,34.5,3.42,16.32
1950-10,8.59,30.5,37.0,43.5,31.2,0.22,3.20
1950-11,14.20,23.9,29.5,35.0,24.8,0.16,1.99
1950-12,7.59,23.1,28.3,33.5,28.1,0.00,0.93
1951-01,12.23,12.3,18.0,23.8,16.2,0.02,0.88
1951-02,10.97,17.5,24.6,31.6,18.0,0.23,2.26
1951-03,6.22,18.1,26.1,34.1,18.9,0.18,3.03
1951-04,0.38,30.1,40.7,51.3,19.1,2.18,9.36
1951-05,3.46,34.7,44.6,54.4,30.4,1.32,8.90
1951-06,1.04,41.5,52.1,62.8,32.9,2.39,13.49
1951-07,0.39,46.8,59.1,71.5,40.1,2.51,17.95
1951-08,1.20,46.2,57.6,69.0,37.7,3.31,17.22
1951-09,1.68,43.1,53.5,63.9,36.0,2.45,13.46
1951-10,6.43,32.3,38.1,43.9,31.8,0.44,3.79
1951-11,7.46,25.5,30.4,35.2,21.5,0.63,2.72
1951-12,7.40,14.4,19.8,25.3,17.0,0.11,1.02
1952-01,6.30,11.1,17.0,22.9,15.3,0.10,0.75
1952-02,4.14,17.7,24.6,31.4,19.8,0.08,2.01
1952-03,1.96,20.4,28.2,36.1,20.1,0.24,3.41
1952-04,0.92,29.5,39.9,50.4,22.3,1.54,8.18
1952-05,1.02,35.4,46.0,56.5,30.6,1.40,9.98
1952-06,1.89,37.9,48.4,59.0,34.3,0.91,10.34
1952-07,0.37,46.5,59.0,71.5,35.8,4.14,19.35
1952-08,0.54,47.1,58.4,69.7,40.0,2.74,16.32
1952-09,0.39,46.5,56.7,66.9,36.4,3.48,15.65
1952-10,0.38,42.0,50.3,58.6,30.6,3.71,11.20
1952-11,0.68,26.0,31.7,37.3,19.7,0.85,3.69
1952-12,5.73,19.1,23.9,28.6,22.1,0.05,1.00
1953-01,20.62,22.4,27.8,33.3,27.0,0.00,0.94
1953-02,4.91,20.8,27.2,33.5,20.7,0.25,2.33
1953-03,1.76,22.3,30.1,37.9,22.6,0.16,3.53
1953-04,1.24,26.5,35.6,44.7,23.0,0.61,5.93
1953-05,1.57,33.4,43.3,53.2,30.2,0.87,8.33
1953-06,1.17,36.1,45.8,55.6,35.1,0.48,8.14
1953-07,0.14,44.7,57.0,69.3,35.9,2.98,16.81
1953-08,0.92,46.1,57.1,68.0,42.2,1.52,14.43
1953-09,1.67,43.4,53.5,63.6,33.6,3.20,14.23
1953-10,1.75,36.4,44.1,51.7,31.4,1.36,7.39
1953-11,5.88,26.8,32.2,37.6,29.0,0.09,2.20
1953-12,11.58,21.8,26.9,31.9,24.1,0.07,1.36
1954-01,12.02,12.5,18.2,24.0,16.8,0.02,0.70
1954-02,7.17,23.4,29.8,36.1,22.0,0.48,3.06
1954-03,2.73,18.6,27.4,36.3,12.9,0.81,4.29
1954-04,2.33,23.9,33.0,42.1,20.7,0.59,5.28
1954-05,0.39,34.7,45.1,55.5,25.8,2.14,10.61
1954-06,1.59,35.9,46.0,56.1,32.0,1.21,9.20
1954-07,0.84,43.1,55.0,66.9,36.3,2.29,15.10
1954-08,1.17,43.2,53.3,63.4,40.7,1.13,11.49
1954-09,1.24,40.4,49.8,59.1,38.3,0.92,9.38
1954-10,3.38,32.1,39.8,47.5,26.5,0.84,6.11
1954-11,10.08,31.0,36.3,41.5,31.7,0.23,2.90
1954-12,6.65,18.8,24.0,29.2,21.9,0.06,1.30
1955-01,2.47,16.9,22.3,27.8,20.0,0.09,1.23
1955-02,9.04,15.0,21.9,28.9,15.4,0.28,2.19
1955-03,7.49,15.7,23.8,31.9,15.6,0.24,2.92
1955-04,2.23,22.3,30.6,38.9,20.4,0.35,4.35
1955-05,1.54,28.8,38.9,48.9,28.2,0.21,6.66
1955-06,0.53,40.1,50.8,61.6,35.8,1.39,11.97
1955-07,1.39,43.0,54.1,65.1,42.9,0.35,11.90
1955-08,0.00,46.0,58.0,69.9,34.9,3.78,18.11
1955-09,0.74,41.4,51.8,62.3,36.2,1.97,12.67
1955-10,9.27,33.3,39.4,45.5,33.2,0.45,3.78
1955-11,15.55,17.3,22.9,28.6,18.7,0.28,1.71
1955-12,13.15,14.8,20.5,26.2,18.1,0.15,1.26
1956-01,8.32,14.2,19.4,24.7,19.1,0.14,0.87
1956-02,4.71,12.9,19.6,26.3,13.3,0.25,1.81
1956-03,8.60,19.0,26.8,34.6,20.3,0.01,2.96
1956-04,0.44,30.6,40.3,50.0,25.5,1.20,7.78
1956-05,1.01,36.9,48.2,59.5,32.8,1.31,11.59
1956-06,1.99,36.4,46.8,57.3,35.4,0.44,9.02
1956-07,0.81,48.9,61.0,73.1,39.5,3.45,19.86
1956-08,1.17,46.9,58.7,70.5,41.9,2.05,16.77
1956-09,2.20,41.4,52.0,62.6,36.7,1.71,12.12
1956-10,6.56,30.1,37.3,44.5,30.0,0.36,4.35
1956-11,3.48,27.1,32.9,38.7,23.0,0.95,3.50
1956-12,8.47,21.4,27.3,33.2,21.3,0.32,2.28
1957-01,2.91,8.5,14.9,21.4,8.1,0.28,1.51
1957-02,6.24,17.8,24.9,31.9,19.9,0.21,2.19
1957-03,4.36,22.5,30.0,37.5,23.1,0.10,3.37
1957-04,1.55,29.2,38.4,47.6,27.7,0.41,6.26
1957-05,1.73,38.8,49.5,60.3,37.7,0.53,10.39
1957-06,0.99,41.0,51.4,61.7,37.3,1.23,11.33
1957-07,0.34,42.4,54.1,65.9,37.7,1.64,14.25
1957-08,0.55,41.5,52.8,64.1,40.1,0.72,11.97
1957-09,0.74,45.8,56.9,68.1,39.0,2.61,15.49
1957-10,2.75,31.5,38.4,45.4,32.8,0.31,4.04
1957-11,2.82,26.2,32.1,38.0,20.8,0.97,3.76
1957-12,10.92,20.9,26.0,31.1,23.4,0.00,1.52
1958-01,5.33,21.5,26.6,31.8,21.3,0.24,1.92
1958-02,3.67,25.2,31.0,36.8,28.4,0.03,2.04
1958-03,2.07,21.3,29.3,37.2,21.9,0.16,3.48
1958-04,3.66,27.6,36.7,45.8,25.6,0.48,5.90
1958-05,0.33,41.0,52.9,64.9,34.0,2.23,14.91
1958-06,1.40,45.4,56.0,66.5,43.2,0.98,13.16
1958-07,0.58,51.0,63.5,75.9,42.9,3.17,21.49
1958-08,0.23,49.5,62.0,74.4,40.8,3.36,20.71
1958-09,1.56,38.9,49.4,59.9,36.8,0.85,10.64
1958-10,4.19,36.4,44.3,52.2,28.9,1.96,7.83
1958-11,15.64,22.2,28.1,33.9,21.2,0.45,2.52
1958-12,8.18,21.9,27.4,32.9,25.1,0.04,1.57
1959-01,9.46,15.3,21.3,27.2,19.5,0.04,1.25
1959-02,3.05,18.0,24.2,30.4,21.2,0.08,1.71
1959-03,5.55,21.5,29.2,36.8,20.4,0.30,3.62
1959-04,2.74,28.4,38.2,47.9,22.7,1.15,7.17
1959-05,1.41,31.6,41.7,51.9,27.5,0.97,8.28
1959-06,0.82,39.4,49.2,59.0,35.9,1.13,10.13
1959-07,0.17,47.2,59.4,71.5,36.6,3.73,19.56
1959-08,0.24,43.0,54.3,65.7,37.5,1.80,14.42
1959-09,3.57,37.7,47.1,56.5,38.1,0.29,8.01
1959-10,5.79,33.6,41.5,49.4,29.3,0.98,6.16
1959-11,9.24,25.4,31.8,38.2,19.8,1.03,3.86
1959-12,6.65,20.6,25.9,31.3,18.8,0.48,2.20
1960-01,3.07,14.8,20.1,25.4,15.7,0.25,1.37
1960-02,5.48,17.7,24.2,30.7,17.6,0.27,2.30
1960-03,5.62,23.4,31.7,40.0,19.7,0.72,4.93
1960-04,3.01,28.3,37.9,47.5,24.1,0.93,7.01
1960-05,2.68,31.4,41.2,51.1,31.0,0.33,7.10
1960-06,0.53,38.9,50.6,62.2,33.8,1.54,12.68
1960-07,0.00,48.7,62.0,75.4,37.0,4.08,23.04
1960-08,0.84,43.0,53.8,64.5,38.6,1.55,13.42
1960-09,0.45,41.4,52.3,63.2,34.0,2.30,13.26
1960-10,2.64,34.1,43.4,52.7,31.6,0.98,7.70
1960-11,9.89,23.7,29.0,34.4,23.7,0.39,2.22
1960-12,2.59,20.2,26.1,32.0,20.6,0.33,2.06
1961-01,8.41,21.2,27.5,33.8,19.6,0.51,2.66
1961-02,9.74,21.6,27.6,33.6,25.1,0.00,1.72
1961-03,4.34,22.7,30.5,38.2,23.7,0.04,3.47
1961-04,1.64,27.0,36.2,45.4,24.9,0.50,5.75
1961-05,2.73,33.3,43.7,54.0,32.6,0.40,8.21
1961-06,1.00,44.8,56.8,68.8,36.1,2.85,17.22
1961-07,0.60,48.1,60.0,71.9,41.2,2.81,18.14
1961-08,0.90,51.5,63.7,75.8,42.9,3.68,21.44
1961-09,1.40,37.0,47.9,58.8,32.4,1.29,10.91
1961-10,4.36,31.0,38.8,46.7,29.7,0.64,5.35
1961-11,4.51,21.2,27.3,33.5,17.5,0.72,3.00
1961-12,8.37,15.7,21.1,26.5,20.1,0.04,1.12
1962-01,4.97,17.6,23.8,30.0,13.9,0.60,2.49
1962-02,1.17,19.7,26.5,33.4,18.9,0.28,2.65
1962-03,4.23,19.5,27.8,36.1,19.9,0.22,3.44
1962-04,3.04,29.4,40.0,50.6,23.8,1.33,8.48
1962-05,2.19,30.7,40.0,49.3,29.9,0.34,6.29
1962-06,0.58,38.2,50.0,61.7,32.8,1.64,12.71
1962-07,0.35,44.9,56.9,68.9,36.9,2.80,17.16
1962-08,1.36,43.6,55.1,66.6,40.3,1.32,14.06
1962-09,1.01,41.8,54.0,66.1,35.0,2.25,15.35
1962-10,3.44,35.1,42.9,50.8,31.4,1.00,6.39
1962-11,10.22,26.0,31.3,36.5,26.6,0.37,2.18
1962-12,3.63,23.2,28.5,33.7,24.3,0.20,1.75
1963-01,2.42,15.0,21.6,28.2,9.6,0.66,2.62
1963-02,5.01,27.5,34.4,41.4,25.3,0.65,3.80
1963-03,3.39,23.0,31.2,39.4,20.1,0.59,4.49
1963-04,2.77,26.9,35.5,44.1,25.7,0.35,5.15
1963-05,1.37,34.2,45.1,56.0,26.7,1.94,11.01
